Name,Address,City,Zip,Date,Score,Type,Lat,Lng,kind,external_i,name_1,slug,set,metadata,resource_u
San Gabriel,712 S DEL MAR AVE,SAN GABRIEL,91776,06/27/2013,90,Restaurant,34.093502,-118.099269,L.A. County Neighborhood (V6),san-gabriel,,san-gabriel-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""San Gabriel"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/san-gabriel-la-county-neighborhood-v6/
Winnetka,20050 VANOWEN ST #J,CANOGA PARK,91306,06/27/2013,86,Restaurant,34.1934189,-118.5707781,L.A. County Neighborhood (V6),winnetka,,winnetka-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Winnetka"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/winnetka-la-county-neighborhood-v6/
Calabasas,26500 AGOURA RD #116,CALABASAS,91302,06/27/2013,90,Restaurant,34.1434185,-118.6994521,L.A. County Neighborhood (V6),calabasas,,calabasas-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Calabasas"", ""region"": ""santa-monica-mountains"", ""county"":",/1.0/boundary/calabasas-la-county-neighborhood-v6/
Woodland Hills,22757 VENTURA BLVD,WOODLAND HILLS,91367,06/27/2013,95,Restaurant,34.1665399,-118.6226983,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Woodland Hills,21912 VENTURA BLVD,WOODLAND HILLS,91364,06/27/2013,95,Restaurant,34.1681472,-118.604317,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Woodland Hills,21600 OXNARD ST 130,WOODLAND HILLS,91367,06/27/2013,96,Restaurant,34.178451,-118.600256,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Winnetka,19801 VANOWEN ST A1,CANOGA PARK,91306,06/27/2013,80,Restaurant,34.1943999,-118.5645478,L.A. County Neighborhood (V6),winnetka,,winnetka-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Winnetka"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/winnetka-la-county-neighborhood-v6/
Woodland Hills,6020 A CANOGA AVE,WOODLAND HILLS,91367,06/27/2013,95,Restaurant,34.180027,-118.596946,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Encino,16350 VENTURA BLVD,ENCINO,91436,06/27/2013,92,Restaurant,34.1569137,-118.4892896,L.A. County Neighborhood (V6),encino,,encino-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Encino"", ""region"": ""san-fernando-valley"", ""cou",/1.0/boundary/encino-la-county-neighborhood-v6/
Woodland Hills,6360 CANOGA AVE,WOODLAND HILLS,91367,06/27/2013,97,Restaurant,34.1862323,-118.596959,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Woodland Hills,6424 CANOGA AVE,WOODLAND HILLS,91367,06/27/2013,97,Restaurant,34.1872248,-118.5968423,L.A. County Neighborhood (V6),woodland-hills,,woodland-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Woodland Hills"", ""region"": ""san-fernando-valle",/1.0/boundary/woodland-hills-la-county-neighborhood-v6/
Winnetka,20429 SHERMAN WY,CANOGA PARK,91306,06/27/2013,90,Restaurant,34.2011458,-118.5787606,L.A. County Neighborhood (V6),winnetka,,winnetka-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Winnetka"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/winnetka-la-county-neighborhood-v6/
Malibu,29350 PACIFIC COAST HWY,MALIBU,90265,06/27/2013,93,Restaurant,34.018891,-118.813257,L.A. County Neighborhood (V6),malibu,,malibu-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Malibu"", ""region"": ""santa-monica-mountains"", ""county"": ""l",/1.0/boundary/malibu-la-county-neighborhood-v6/
Pico-Union,1101 S VERMONT AVE. #112,LOS ANGELES,90006,06/26/2013,95,Restaurant,34.0505141,-118.2918463,L.A. County Neighborhood (V6),pico-union,,pico-union-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Pico-Union"", ""region"": ""central-la"", ""county"":",/1.0/boundary/pico-union-la-county-neighborhood-v6/
Koreatown,2897 W OLYMPIC BLVD #101,LOS ANGELES,90006,06/26/2013,91,Restaurant,34.053027,-118.297577,L.A. County Neighborhood (V6),koreatown,,koreatown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Koreatown"", ""region"": ""central-la"", ""county"":",/1.0/boundary/koreatown-la-county-neighborhood-v6/
Leimert Park,4307 LEIMERT BLVD,LOS ANGELES,90008,06/26/2013,96,Restaurant,34.0053178,-118.3301554,L.A. County Neighborhood (V6),leimert-park,,leimert-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Leimert Park"", ""region"": ""south-la"", ""county"":",/1.0/boundary/leimert-park-la-county-neighborhood-v6/
West Hollywood,8687 MELROSE AVE,WEST HOLLYWOOD,90069,06/26/2013,99,Restaurant,34.0821578,-118.3823832,L.A. County Neighborhood (V6),west-hollywood,,west-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""West Hollywood"", ""region"": ""central-la"", ""county"": ""los-a",/1.0/boundary/west-hollywood-la-county-neighborhood-v6/
Inglewood,4074 W CENTURY BLVD,INGLEWOOD,90304,06/26/2013,90,Restaurant,33.9454398,-118.3464671,L.A. County Neighborhood (V6),inglewood,,inglewood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Inglewood"", ""region"": ""south-bay"", ""county"": ""los-angeles",/1.0/boundary/inglewood-la-county-neighborhood-v6/
Hollywood,6801 HOLLYWOOD BLVD #205,LOS ANGELES,90028,06/26/2013,90,Restaurant,34.1025925,-118.3402607,L.A. County Neighborhood (V6),hollywood,,hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Hollywood"", ""region"": ""central-la"", ""county"":",/1.0/boundary/hollywood-la-county-neighborhood-v6/
Inglewood,4649 W CENTURY BLVD,INGLEWOOD,90304,06/26/2013,82,Restaurant,33.9458714,-118.3586694,L.A. County Neighborhood (V6),inglewood,,inglewood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Inglewood"", ""region"": ""south-bay"", ""county"": ""los-angeles",/1.0/boundary/inglewood-la-county-neighborhood-v6/
Fairfax,7660 BEVERLY BLVD,LOS ANGELES,90036,06/26/2013,92,Restaurant,34.075322,-118.356846,L.A. County Neighborhood (V6),fairfax,,fairfax-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Fairfax"", ""region"": ""central-la"", ""county"": ""l",/1.0/boundary/fairfax-la-county-neighborhood-v6/
Fairfax,189 THE GROVE  DRIVE L-80,LOS ANGELES,90036,06/26/2013,90,Restaurant,34.0713424,-118.3568692,L.A. County Neighborhood (V6),fairfax,,fairfax-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Fairfax"", ""region"": ""central-la"", ""county"": ""l",/1.0/boundary/fairfax-la-county-neighborhood-v6/
Inglewood,3351 W CENTURY BLVD 103,INGLEWOOD,90303,06/26/2013,81,Restaurant,33.9458682,-118.3312595,L.A. County Neighborhood (V6),inglewood,,inglewood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Inglewood"", ""region"": ""south-bay"", ""county"": ""los-angeles",/1.0/boundary/inglewood-la-county-neighborhood-v6/
Covina,1069 W SAN BERNARDINO RD,COVINA,91722,06/26/2013,82,Restaurant,34.0890879,-117.911711,L.A. County Neighborhood (V6),covina,,covina-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Covina"", ""region"": ""san-gabriel-valley"", ""county"": ""los-a",/1.0/boundary/covina-la-county-neighborhood-v6/
Covina,535 S CITRUS AVE,COVINA,91723,06/26/2013,93,Restaurant,34.0797149,-117.89047,L.A. County Neighborhood (V6),covina,,covina-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Covina"", ""region"": ""san-gabriel-valley"", ""county"": ""los-a",/1.0/boundary/covina-la-county-neighborhood-v6/
Rowland Heights,18301 COLIMA RD,ROWLAND HEIGHTS,91748,06/26/2013,86,Restaurant,33.9888737,-117.904698,L.A. County Neighborhood (V6),rowland-heights,,rowland-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rowland Heights"", ""region"": ""san-gabriel-valley"", ""county",/1.0/boundary/rowland-heights-la-county-neighborhood-v6/
Diamond Bar,233 GENTLE SPRINGS LN,DIAMOND BAR,91765,06/26/2013,92,Restaurant,34.0215354,-117.8120993,L.A. County Neighborhood (V6),diamond-bar,,diamond-bar-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Diamond Bar"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/diamond-bar-la-county-neighborhood-v6/
West Covina,110 S CALIFORNIA AVE,WEST COVINA,91790,06/26/2013,90,Restaurant,34.07125,-117.927508,L.A. County Neighborhood (V6),west-covina,,west-covina-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""West Covina"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/west-covina-la-county-neighborhood-v6/
Rowland Heights,1330 S FULLERTON RD #108,CITY OF INDUSTRY,91748,06/26/2013,90,Restaurant,33.9932826,-117.9038284,L.A. County Neighborhood (V6),rowland-heights,,rowland-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rowland Heights"", ""region"": ""san-gabriel-valley"", ""county",/1.0/boundary/rowland-heights-la-county-neighborhood-v6/
Pomona,1280 E HOLT AVE,POMONA,91767,06/26/2013,93,Restaurant,34.0627515,-117.7247553,L.A. County Neighborhood (V6),pomona,,pomona-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Pomona"", ""region"": ""pomona-valley"", ""county"": ""los-angele",/1.0/boundary/pomona-la-county-neighborhood-v6/
Norwalk,12623 S NORWALK BLVD,NORWALK,90650,06/26/2013,93,Restaurant,33.9162629,-118.0729203,L.A. County Neighborhood (V6),norwalk,,norwalk-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Norwalk"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/norwalk-la-county-neighborhood-v6/
Norwalk,11543 E FIRESTONE BLVD,NORWALK,90650,06/26/2013,95,Restaurant,33.9158911,-118.0871919,L.A. County Neighborhood (V6),norwalk,,norwalk-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Norwalk"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/norwalk-la-county-neighborhood-v6/
Claremont,946 W FOOTHILL BLVD,CLAREMONT,91711,06/26/2013,95,Restaurant,34.1069838,-117.7309512,L.A. County Neighborhood (V6),claremont,,claremont-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Claremont"", ""region"": ""pomona-valley"", ""county"": ""los-ang",/1.0/boundary/claremont-la-county-neighborhood-v6/
Rowland Heights,1743 S FULLERTON RD,ROWLAND HEIGHTS,91748,06/26/2013,98,Restaurant,33.9839042,-117.9076928,L.A. County Neighborhood (V6),rowland-heights,,rowland-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rowland Heights"", ""region"": ""san-gabriel-valley"", ""county",/1.0/boundary/rowland-heights-la-county-neighborhood-v6/
Downey,7900 E IMPERIAL HWY,DOWNEY,90242,06/26/2013,97,Restaurant,33.9255989,-118.1552116,L.A. County Neighborhood (V6),downey,,downey-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Downey"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/downey-la-county-neighborhood-v6/
Claremont,950 W FOOTHILL BLVD,CLAREMONT,91711,06/26/2013,96,Restaurant,34.106508,-117.732641,L.A. County Neighborhood (V6),claremont,,claremont-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Claremont"", ""region"": ""pomona-valley"", ""county"": ""los-ang",/1.0/boundary/claremont-la-county-neighborhood-v6/
San Dimas,903 W ARROW HWY,SAN DIMAS,91773,06/26/2013,93,Restaurant,34.1070657,-117.8247859,L.A. County Neighborhood (V6),san-dimas,,san-dimas-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""San Dimas"", ""region"": ""san-gabriel-valley"", ""county"": ""lo",/1.0/boundary/san-dimas-la-county-neighborhood-v6/
Industry,17501 COLIMA RD #D,CITY OF INDUSTRY,91748,06/26/2013,96,Restaurant,33.991237,-117.924763,L.A. County Neighborhood (V6),industry,,industry-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Industry"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/industry-la-county-neighborhood-v6/
Covina,223 N CITRUS AVE,COVINA,91723,06/26/2013,97,Restaurant,34.088157,-117.890453,L.A. County Neighborhood (V6),covina,,covina-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Covina"", ""region"": ""san-gabriel-valley"", ""county"": ""los-a",/1.0/boundary/covina-la-county-neighborhood-v6/
Diamond Bar,1241 S GRAND AVE #D,DIAMOND BAR,91765,06/26/2013,96,Restaurant,33.9998319,-117.8094988,L.A. County Neighborhood (V6),diamond-bar,,diamond-bar-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Diamond Bar"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/diamond-bar-la-county-neighborhood-v6/
West Covina,2761 LA PUENTE RD,WEST COVINA,91792,06/26/2013,95,Restaurant,34.011942,-117.8789354,L.A. County Neighborhood (V6),west-covina,,west-covina-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""West Covina"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/west-covina-la-county-neighborhood-v6/
Valley Village,12450 BURBANK BLVD #B,VALLEY VILLAGE,91607,06/26/2013,92,Restaurant,34.1717478,-118.4045883,L.A. County Neighborhood (V6),valley-village,,valley-village-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Valley Village"", ""region"": ""san-fernando-valle",/1.0/boundary/valley-village-la-county-neighborhood-v6/
Van Nuys,14445 SHERMAN WY,VAN NUYS,91405,06/26/2013,99,Restaurant,34.2014537,-118.4478036,L.A. County Neighborhood (V6),van-nuys,,van-nuys-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Van Nuys"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/van-nuys-la-county-neighborhood-v6/
Van Nuys,6569 VAN NUYS BLVD,VAN NUYS,91401,06/26/2013,94,Restaurant,34.1904122,-118.4493523,L.A. County Neighborhood (V6),van-nuys,,van-nuys-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Van Nuys"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/van-nuys-la-county-neighborhood-v6/
Van Nuys,7400 VAN NUYS BLVD #104,VAN NUYS,91405,06/26/2013,97,Restaurant,34.2057188,-118.4481892,L.A. County Neighborhood (V6),van-nuys,,van-nuys-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Van Nuys"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/van-nuys-la-county-neighborhood-v6/
Downey,193 STONEWOOD ST #A39,DOWNEY,90241,06/26/2013,96,Restaurant,33.938355,-118.1210425,L.A. County Neighborhood (V6),downey,,downey-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Downey"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/downey-la-county-neighborhood-v6/
Mar Vista,11700 VENICE BLVD,LOS ANGELES,90066,06/26/2013,93,Restaurant,34.008246,-118.424597,L.A. County Neighborhood (V6),mar-vista,,mar-vista-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Mar Vista"", ""region"": ""westside"", ""county"": ""l",/1.0/boundary/mar-vista-la-county-neighborhood-v6/
Lancaster,1063 E AVENUE J #103,LANCASTER,93535,06/26/2013,97,Restaurant,34.6897856,-118.110553,L.A. County Neighborhood (V6),lancaster,,lancaster-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lancaster"", ""region"": ""antelope-valley"", ""county"": ""los-a",/1.0/boundary/lancaster-la-county-neighborhood-v6/
Palmdale,1233 W RANCHO VISTA BLVD #811,PALMDALE,93551,06/26/2013,99,Restaurant,34.6038194,-118.1520136,L.A. County Neighborhood (V6),palmdale,,palmdale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Palmdale"", ""region"": ""antelope-valley"", ""county"": ""los-an",/1.0/boundary/palmdale-la-county-neighborhood-v6/
Lancaster,320 W AVENUE J2,LANCASTER,93534,06/26/2013,98,Restaurant,34.6812443,-118.1364327,L.A. County Neighborhood (V6),lancaster,,lancaster-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lancaster"", ""region"": ""antelope-valley"", ""county"": ""los-a",/1.0/boundary/lancaster-la-county-neighborhood-v6/
Westlake Village,05795 LINDERO CANYON RD,WESTLAKE VILLAGE,91362,06/26/2013,95,Restaurant,34.1540576,-118.7969941,L.A. County Neighborhood (V6),westlake-village,,westlake-village-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Westlake Village"", ""region"": ""santa-monica-mountains"", ""c",/1.0/boundary/westlake-village-la-county-neighborhood-v6/
Boyle Heights,1300 SOTO ST #9,LOS ANGELES,90023,06/26/2013,100,Restaurant,34.026096,-118.219257,L.A. County Neighborhood (V6),boyle-heights,,boyle-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Boyle Heights"", ""region"": ""eastside"", ""county""",/1.0/boundary/boyle-heights-la-county-neighborhood-v6/
Sylmar,12780 SAN FERNANDO RD,SYLMAR,91342,06/26/2013,94,Restaurant,34.302635,-118.4624206,L.A. County Neighborhood (V6),sylmar,,sylmar-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sylmar"", ""region"": ""san-fernando-valley"", ""cou",/1.0/boundary/sylmar-la-county-neighborhood-v6/
Historic South-Central,2215 S CENTRAL AVE,LOS ANGELES,90011,06/26/2013,91,Restaurant,34.0216959,-118.2530732,L.A. County Neighborhood (V6),historic-south-central,,historic-south-central-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Historic South-Central"", ""region"": ""south-la"",",/1.0/boundary/historic-south-central-la-county-neighborhood-v6/
