Name,Address,City,Zip,Date,Score,Type,Lat,Lng
NICK'S COFFEE  SHOP,4605 LANKERSHIM BLVD #205,NORTH HOLLYWOOD,91602,06/11/2013,93,Restaurant,34.153809,-118.368522
JERSEY MIKES,711 FOOTHILL BLVD # B,LA CANADA FLINTRIDGE,91011,06/11/2013,99,Restaurant,34.2024188,-118.1941682
HOT POT RESTAURANT,9510 E VALLEY BLVD,ROSEMEAD,91770,06/11/2013,87,Restaurant,34.0808134,-118.0732689
BURGER KING,3517 FOOTHILL BLVD,GLENDALE,91214,06/11/2013,91,Restaurant,34.234345,-118.255733
JIM'S FAMOUS BURGERS,8749 E VALLEY BLVD,ROSEMEAD,91770,06/11/2013,90,Restaurant,34.0806414,-118.079108
NORTH HOLLYWOOD BAKERY+DELI,6052 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606,06/11/2013,93,Restaurant,34.1808016,-118.3842297
GM FOOD CONCESSIONS,3900 CRYSTAL SPRINGS DR,LOS ANGELES,90027,06/11/2013,90,Restaurant,34.1255019,-118.2743783
ENTRANCE BAR & LOUNGE,80 W LIVE OAK AVE,ARCADIA,91006,06/11/2013,96,Restaurant,34.1077199,-118.0275781
HILTON SAN GABRIEL (KITCHEN),225 W VALLEY BLVD,SAN GABRIEL,91776,06/11/2013,90,Restaurant,34.080579,-118.102134
HEALTHYCA FOOD & DRINKS,4724 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602,06/11/2013,92,Restaurant,34.1563052,-118.3692107
LOS ALMENDROS BAKERY,6604 SAN FERNANDO RD,GLENDALE,91201,06/11/2013,96,Restaurant,34.1690492,-118.2923089
PHILLY'S BEST,107 E BROADWAY,GLENDALE,91205,06/11/2013,96,Restaurant,34.1466044,-118.2540171
MIMI'S CAFE,500 W HUNTINGTON DR,MONROVIA,91016,06/11/2013,90,Restaurant,34.1313566,-118.0497738
MARAN RESTAURANT,6430 SAN FERNANDO RD,GLENDALE,91201,06/11/2013,90,Restaurant,34.1671029,-118.2891203
LA BARATA RESTAURANT,8025 VINELAND AVE,SUN VALLEY,91352,06/11/2013,97,Restaurant,34.2163659,-118.3711662
JACK IN THE BOX,9965 LOWER AZUSA RD,TEMPLE CITY,91780,06/11/2013,94,Restaurant,34.091019,-118.049293
AL'S ITALIAN IMPORTS,2332 HONOLULU AVE,MONTROSE,91020,06/11/2013,99,Restaurant,34.2056228,-118.2294522
SUBWAY SANDWICHES,124 E MAGNOLIA BLVD,BURBANK,91502,06/11/2013,99,Restaurant,34.1822388,-118.3123855
LONGO TOYOTA - SUBWAY,3534 PECK RD,EL MONTE,91731,06/11/2013,94,Restaurant,34.070623,-118.020231
SHAWN CAFE,1220 S BALDWIN AVE,ARCADIA,91007,06/11/2013,90,Restaurant,34.1255208,-118.0546641
FANTA-SEA GRILL,912 FAIR OAKS AVE,SOUTH PASADENA,91030,06/11/2013,95,Restaurant,34.1157304,-118.1503176
WONDERFUL RESTAURANT,1558 S NEW AVE,SAN GABRIEL,91776,06/11/2013,84,Restaurant,34.0799702,-118.1081247
TIA GLADYS,921 S GLADYS AVE,SAN GABRIEL,91776,06/11/2013,90,Restaurant,34.0909152,-118.0896152
HOLLY'S DONUTS,4397 TUJUNGA AVE,STUDIO CITY,91604,06/11/2013,90,Restaurant,34.1501561,-118.3793075
DENNY'S,8022 VINELAND AVE,SUN VALLEY,91352,06/11/2013,99,Restaurant,34.216298,-118.369954
VALLARTA #11 - DELI,21208 SHERMAN WY,CANOGA PARK,91303,06/11/2013,92,Restaurant,34.2005989,-118.594866
MICHAEL D'S CAFE AND CATERING,23130 VENTURA BLVD,WOODLAND HILLS,91364,06/11/2013,94,Restaurant,34.163081,-118.629205
ANARBAGH INDIAN REST.,22721 VENTURA BLVD,WOODLAND HILLS,91364,06/11/2013,91,Restaurant,34.1668462,-118.6214572
FAMOUS ODESSA,18525 BURBANK BLVD,TARZANA,91356,06/11/2013,98,Restaurant,34.172686,-118.53682
SHALIMAR CUISINE OF INDIA,23011 VENTURA BLVD,WOODLAND HILLS,91364,06/11/2013,93,Restaurant,34.1648214,-118.6272758
LANDMARK THEATRES,10850 W PICO BLVD #520,LOS ANGELES,90064,06/11/2013,94,Restaurant,34.0396631,-118.4289725
CHINA WOK,11279 VENICE BLVD,LOS ANGELES,90066,06/11/2013,90,Restaurant,34.011992,-118.4196117
SEOUL HOUSE OF TOFU,2101 SAWTELLE BLVD,LOS ANGELES,90025,06/11/2013,95,Restaurant,34.039025,-118.442406
KAITEN-SUSHI DAICHAN,11301 W OLYMPIC BLVD 203,LOS ANGELES,90064,06/11/2013,94,Restaurant,34.0380128,-118.4418103
RED GINGER,22984 VENTURA BLVD,WOODLAND HILLS,91364,06/11/2013,94,Restaurant,34.1649204,-118.6267449
TOWER OF PIZZA,8351 LINCOLN BLVD,LOS ANGELES,90045,06/11/2013,94,Restaurant,33.9613397,-118.4209206
YARD HOUSE,13455 MAXELLA AVE #150,MARINA DEL REY,90292,06/11/2013,90,Restaurant,33.9864365,-118.4427714
POOM THAI CUISINE,2204 LINCOLN BLVD,SANTA MONICA,90405,06/11/2013,93,Restaurant,34.0100773,-118.480621
GREY BLOCK PIZZA SANTA MONICA,1811 PICO BLVD,SANTA MONICA,90405,06/11/2013,94,Restaurant,34.0187471,-118.4714028
TOPANGA PIZZA AND CAFE,22994 VENTURA BLVD,WOODLAND HILLS,91364,06/11/2013,92,Restaurant,34.1648986,-118.6268149
THE TERRACE CAFE&BAR;,7 WASHINGTON BLVD,VENICE,90291,06/11/2013,90,Restaurant,33.9792401,-118.4667255
AMAZING THAI BAR & GRILL,9835 MASON AVE,CHATSWORTH,91311,06/11/2013,92,Restaurant,34.2493754,-118.5805388
RUSTIC GRILL,20 WASHINGTON BLVD,MARINA DEL REY,90292,06/11/2013,90,Restaurant,33.9791912,-118.466056
LOTERIA GRILL HOLLWOOD,6627 HOLLYWOOD BLVD,LOS ANGELES,90028,06/10/2013,90,Restaurant,34.101875,-118.334498
FUGA RESTAURANT,111 S SAN PEDRO ST,LOS ANGELES,90012,06/10/2013,98,Restaurant,34.0500689,-118.2413297
F&Y; SINAI KOSHER RESTAURANT,8678-80 W PICO BLVD,LOS ANGELES,90035,06/10/2013,97,Restaurant,34.0541319,-118.3811189
PASTRY BAKERY & PREP KITCHEN,1150-52 W GARDENA BLVD,GARDENA,90247,06/10/2013,100,Restaurant,33.8812516,-118.2951333
TWO BOOTS L.A.,1818 W SUNSET BLVD,LOS ANGELES,90026,06/10/2013,99,Restaurant,34.0777848,-118.2599062
HOT N JUICY CRAWFISH,7100 SANTA MONICA BLVD #150,WEST HOLLYWOOD,90046,06/10/2013,92,Restaurant,34.0905552,-118.3445506
GIULIANO'S BAKERY,1144-48 W GARDENA BLVD,GARDENA,90247,06/10/2013,96,Restaurant,33.8812329,-118.294807
QUE RICOS,712 N VERMONT AVE,LOS ANGELES,90029,06/10/2013,93,Restaurant,34.0840239,-118.2917015
REAL FOOD DAILY,414 N LA CIENEGA BLVD,LOS ANGELES,90048,06/10/2013,94,Restaurant,34.078581,-118.376188
AZALEA,120 S LOS ANGELES ST,LOS ANGELES,90012,06/10/2013,95,Restaurant,34.050559,-118.24264
DRAGON LOCO,1011 W FLORENCE AVE,LOS ANGELES,90044,06/10/2013,90,Restaurant,33.9749382,-118.2920112
SUSHI BOY,1620 W REDONDO BEACH BLVD,GARDENA,90247,06/10/2013,97,Restaurant,33.8888376,-118.3080838
FRESH & EASY MARKET BAKERY,4211 EAGLE ROCK BLVD,LOS ANGELES,90065,06/10/2013,100,Restaurant,34.1228416,-118.2251316
OROCHON RAMEN,123 ONIZUKA ST #303,LOS ANGELES,90012,06/10/2013,96,Restaurant,34.0505235,-118.2420452
ZIP FUSION SUSHI,744 E 3RD ST,LOS ANGELES,90013,06/10/2013,100,Restaurant,34.0456289,-118.2365649
CALIFORNIA BOWL,706 N VERMONT AVE,LOS ANGELES,90029,06/10/2013,99,Restaurant,34.0839503,-118.2917012
CURRY HOUSE,123 ONIZUKA ST 204,LOS ANGELES,90012,06/10/2013,98,Restaurant,34.0505235,-118.2420452
VONS # 1638 (BAKERY),4226 N WOODRUFF AVE,LAKEWOOD,90713,06/10/2013,96,Restaurant,33.8350833,-118.1154038
GATTTEN SUSHI,18162 E COLIMA RD,ROWLAND HEIGHTS,91748,06/10/2013,90,Restaurant,33.987521,-117.907413
MCDONALD'S #4232,15000 E WHITTIER BLVD,WHITTIER,90603,06/10/2013,91,Restaurant,33.9483908,-118.0063282
DON PANCHO RESTAURANT,11740 E ALONDRA BLVD,NORWALK,90650,06/10/2013,93,Restaurant,33.8868176,-118.0834746
FOUR SEASONS STEAK HOUSE,18457 E COLIMA RD #H,ROWLAND HEIGHTS,91748,06/10/2013,91,Restaurant,33.9882779,-117.9019402
ALONDRA'S MEXICAN FOOD,15617 S STUDEBAKER RD #2,NORWALK,90650,06/10/2013,90,Restaurant,33.888227,-118.100379
VONS #1638 (DELI),4226 N WOODRUFF AVE,LAKEWOOD,90713,06/10/2013,94,Restaurant,33.8350833,-118.1154038
SONORA FOODS,11425 E ARTESIA BLVD,ARTESIA,90701,06/10/2013,90,Restaurant,33.873356,-118.090287
DB GREENHILLS FAST FOOD,1241 S GRAND AVE #B,DIAMOND BAR,91765,06/10/2013,90,Restaurant,33.9998319,-117.8094988
RUBIO'S FRESH MEXICAN GRILL,515 N GRAND AVE D,WALNUT,91789,06/10/2013,95,Restaurant,34.0277531,-117.8361476
BASKIN ROBBINS,15234 E WHITTIER BLVD,WHITTIER,90603,06/10/2013,92,Restaurant,33.9469896,-118.0019083
LITTLE SHANGHAI RESTAURANT,18457 E COLIMA RD #C,ROWLAND HEIGHTS,91748,06/10/2013,91,Restaurant,33.9882779,-117.9019402
EL TORTUGO SEA SAEFOOD REST.,7840 FIRESTONE BLVD #104,DOWNEY,90241,06/10/2013,97,Restaurant,33.9436486,-118.1408801
CHINESE BURRITOS/ NOODLE HOUSE,1247 N GRAND AVE,WALNUT,91789,06/10/2013,90,Restaurant,34.044403,-117.84922
GOOD TIME DONUT,3220 S BREA CANYON RD,DIAMOND BAR,91765,06/10/2013,97,Restaurant,33.9687724,-117.8465168
PANDA EXPRESS #877,558 N GRAND AVE,WALNUT,91789,06/10/2013,96,Restaurant,34.028834,-117.8360412
MASA SUSHI BON APPETIT,7808 FLORENCE AVE,DOWNEY,90240,06/10/2013,96,Restaurant,33.9551976,-118.1342012
LOS CAMARONES TACOS MARISCOS,1118 PICO ST,SAN FERNANDO,91340,06/10/2013,95,Restaurant,34.2824537,-118.4436216
EL VAQUERO RESTAURANT,13066 GLENOAKS BLVD,SYLMAR,91342,06/10/2013,91,Restaurant,34.3079519,-118.4500299
TACO BELL  #3133,11001 S ATLANTIC AVE,LYNWOOD,90262,06/10/2013,98,Restaurant,33.930444,-118.183992
SUSHI IWATA,14423 VENTURA BLVD,SHERMAN OAKS,91423,06/10/2013,90,Restaurant,34.1508468,-118.4470332
RAMEN BY OMAE,14425 1/4 VENTURA BLVD,SHERMAN OAKS,91423,06/10/2013,90,Restaurant,34.1505007,-118.4460859
EL TORITO MEXICAN RESTAURANT,14433 1/2 VENTURA BLVD,SHERMAN OAKS,91423,06/10/2013,91,Restaurant,34.1478674,-118.4287693
IN-N-OUT BURGERS #134,7930 VAN NUYS BLVD,VAN NUYS,91402,06/10/2013,99,Restaurant,34.2150419,-118.448215
DON CHENTE BAR & GRILL,2144 E FLORENCE AVE,HUNTINGTON PARK,90255,06/10/2013,92,Restaurant,33.974722,-118.2327754
Z&J; JUICE AND MORE,6419 VAN NUYS BLVD,VAN NUYS,91401,06/10/2013,94,Restaurant,34.187271,-118.4490076
MR SUSHI,11227 WASHINGTON BLVD,WHITTIER,90606,06/10/2013,94,Restaurant,33.9719847,-118.0715468
U.S.A. DONUTS & CROISSANTS,12650 SHERMAN WY #1,NORTH HOLLYWOOD,91605,06/10/2013,84,Restaurant,34.200861,-118.408826
EL TARASCO,13039 GLENOAKS BLVD,SYLMAR,91342,06/10/2013,93,Restaurant,34.3073408,-118.4492779
EL POLLO LOCO,4544 SAUGUS AVE,SHERMAN OAKS,91403,06/10/2013,94,Restaurant,34.1523611,-118.4659364
PANCAKE CORNER,8938 ATLANTIC AVE,SOUTH GATE,90280,06/10/2013,94,Restaurant,33.9510171,-118.1827865
COFFEE BEAN & TEA LEAF #192,5300 LANKERSHIM 115,NORTH HOLLYWOOD,91601,06/10/2013,92,Restaurant,34.1675829,-118.3755786
CARL'S JR,12653 SHERMAN WY,NORTH HOLLYWOOD,91605,06/10/2013,89,Restaurant,34.2012169,-118.4088327
SUBWAY SANDWICHES,12650 SHERMAN WY #17,NORTH HOLLYWOOD,91605,06/10/2013,96,Restaurant,34.200861,-118.408826
RALPHS BAKERY,12921 MAGNOLIA BLVD,SHERMAN OAKS,91423,06/10/2013,98,Restaurant,34.165539,-118.414509
JACK IN THE BOX  #5425,1000 W SLAUSON AVE,LOS ANGELES,90044,06/10/2013,96,Restaurant,33.9890955,-118.2915089
PIZZA   ITALIA,12650 SHERMAN WY #10,NORTH HOLLYWOOD,91605,06/10/2013,91,Restaurant,34.200861,-118.408826
VONS-STARBUCKS  #1638,4226 WOODRUFF AVE,LAKEWOOD,90713,06/10/2013,97,Restaurant,33.8350833,-118.1154038
NEW DONUTS,7125 S SAN PEDRO ST A,LOS ANGELES,90003,06/10/2013,93,Restaurant,33.974975,-118.270182
BRANFORD CAFE,12065 BRANFORD ST,SUN VALLEY,91352,06/10/2013,96,Restaurant,34.254239,-118.396464
EL RINCON SALVADORENO #2,8731 LANKERSHIM BLVD,SUN VALLEY,91352,06/10/2013,88,Restaurant,34.227902,-118.388153
LA FLOR DE MERIDA,5013 E ABBOTT RD,LYNWOOD,90262,06/10/2013,94,Restaurant,33.934289,-118.183008
RALPHS DELI #63,12921 MAGNOLIA BLVD,SHERMAN OAKS,91423,06/10/2013,94,Restaurant,34.165539,-118.414509
TOMS #5,3635 E IMPERIAL HWY,LYNWOOD,90262,06/10/2013,92,Restaurant,33.9316721,-118.202837
INDIE COFFEE AND TEA,5101 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601,06/10/2013,90,Restaurant,34.1629696,-118.3735004
NOHO WELLNESS CENTER,5227 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601,06/10/2013,98,Restaurant,34.1656783,-118.3753117
EL CAFETAL SALVADORENO,14855 SHERMAN WY,VAN NUYS,91405,06/10/2013,98,Restaurant,34.2012789,-118.4564785
BOBO'S HAMBURGERS,3390 E IMPERIAL HWY,LYNWOOD,90262,06/10/2013,91,Restaurant,33.9307203,-118.2093037
SERGIO'S CAFE,12113 BRANFORD ST E1,SUN VALLEY,91352,06/10/2013,96,Restaurant,34.253873,-118.3978506
METRO BALDERAS,10553 SAN FERNANDO RD,PACOIMA,91331,06/10/2013,96,Restaurant,34.261839,-118.418093
WINCHELL'S DONUT HOUSE,101 W FLORENCE AVE,LOS ANGELES,90003,06/10/2013,90,Restaurant,33.9749279,-118.2743707
MO'S PLACE,203 CULVER BLVD,PLAYA DEL REY,90293,06/10/2013,97,Restaurant,33.9595436,-118.4476637
SUBWAY  #14669,1144 MANHATTAN AVE,MANHATTAN BEACH,90266,06/10/2013,97,Restaurant,33.8852806,-118.4107957
LITTLE CAESARS,1773 E PALMDALE BLVD #E,PALMDALE,93550,06/10/2013,98,Restaurant,34.5807388,-118.0965515
CARL'S JR.  #608,31412 PARKER RD,CASTAIC,91384,06/10/2013,98,Restaurant,34.4896547,-118.6192282
CANTALINI'S ITALIAN  RETAURANT,193 CULVER BLVD,PLAYA DEL REY,90293,06/10/2013,99,Restaurant,33.9589943,-118.4486286
LITTLE CAESARS,38050 E 47TH ST H,PALMDALE,93552,06/10/2013,98,Restaurant,34.5750282,-118.04504
CHINA EXPRESS,19417 SOLEDAD CYN RD,CANYON COUNTRY,91351,06/10/2013,93,Restaurant,34.45129,-118.426511
HOME TOWN BUFFET #157,422 W RANCHO VISTA BLVD 300C,PALMDALE,93551,06/10/2013,96,Restaurant,34.5998261,-118.1374384
THE SHACK RESTAURANT,185 CULVER BLVD,PLAYA DEL REY,90293,06/10/2013,94,Restaurant,33.958831,-118.4488607
TACO BELL # 25854,37910 47TH ST EAST,PALMDALE,93552,06/10/2013,96,Restaurant,34.571381,-118.044524
AMECI PIZZA,27305 LIVE OAK RD,CASTAIC,91384,06/10/2013,100,Restaurant,34.453603,-118.616511
TACO BELL #5285,24812 PICO CANYON RD,NEWHALL,91321,06/10/2013,97,Restaurant,34.3802026,-118.5690166
ALICES BURGERS,801 W PALMDALE BLVD,PALMDALE,93551,06/10/2013,97,Restaurant,34.587425,-118.1464791
Q CHON CHICKEN,2515 TORRANCE BLVD #B,TORRANCE,90503,06/10/2013,94,Restaurant,33.8372113,-118.3293494
AMECI PIZZA & PASTA,1751 ARTESIA BLVD A,MANHATTAN BEACH,90266,06/10/2013,93,Restaurant,33.8728941,-118.3817472
BOGEY'S SPORTS BAR,2300 ARTESIA BLVD,REDONDO BEACH,90278,06/10/2013,94,Restaurant,33.8726262,-118.3704568
NORM'S WESTWOOD,11001 W PICO BLVD,LOS ANGELES,90064,06/10/2013,97,Restaurant,34.038366,-118.432869
MCDONALD'S #0342,1203 ARTESIA BLVD,MANHATTAN BEACH,90266,06/10/2013,92,Restaurant,33.8730991,-118.3936853
AMECI'S PIZZA,28013 SECO CANYON RD,SAUGUS,91350,06/10/2013,98,Restaurant,34.454965,-118.534493
IN-N-OUT BURGER #270,20150 HAWTHORNE BLVD,TORRANCE,90503,06/10/2013,100,Restaurant,33.848959,-118.353137
ERCOLES BAR,1101 MANHATTAN AVE,MANHATTAN BEACH,90266,06/10/2013,92,Restaurant,33.8840771,-118.4103904
PAPA JOHN'S PIZZA,18934 SOLEDAD CYN RD,CANYON COUNTRY,91351,06/10/2013,100,Restaurant,34.415357,-118.466039
SUBWAY SANDWICHES #2941,1145 W ARTESIA BLVD C,MANHATTAN BEACH,90266,06/10/2013,95,Restaurant,33.8732643,-118.394319
MANHATTAN CREAMERY,1120 MANHATTAN AVE,MANHATTAN BEACH,90266,06/10/2013,93,Restaurant,33.8846579,-118.4104527
LA NUEVE FUENTE SEAFOOD,3425 E 1ST ST 110,LOS ANGELES,90063,06/10/2013,94,Restaurant,34.0370418,-118.1938341
ARMANDO'S BAKERY,2938 WHITTIER BLVD,LOS ANGELES,90023,06/10/2013,87,Restaurant,34.0306513,-118.2076523
MONARCA PASTA AND GRILL,2703 S VERMONT AVE,LOS ANGELES,90007,06/10/2013,92,Restaurant,34.0302452,-118.2916292
GOODWILL SOUTHERN CAL,342 N SAN FERNANDO RD,LINCOLN HEIGHTS,90031,06/10/2013,91,Restaurant,34.0778838,-118.2234241
HOWARD'S CAFE,1051 S ALVARADO ST,LOS ANGELES,90006,06/10/2013,90,Restaurant,34.050751,-118.280914
KING TACO #15,4300 E OLYMPIC BLVD,LOS ANGELES,90023,06/10/2013,95,Restaurant,34.0185663,-118.179751
EL GALLO,3425 E 1ST ST,LOS ANGELES,90063,06/10/2013,99,Restaurant,34.0370418,-118.1938341
ANTOJITOS HONDURENOS,2701 1/4 S VERMONT AVE,LOS ANGELES,90007,06/10/2013,93,Restaurant,34.030197,-118.291936
PLAYAS LAS TUNAS,1107 S ALVARADO ST 112,LOS ANGELES,90006,06/10/2013,90,Restaurant,34.0503866,-118.2812383
EL RINCON DEL LOS SABORES,3433 E 1ST ST,LOS ANGELES,90063,06/10/2013,92,Restaurant,34.0369668,-118.194725
LAS PALMITAS #5,3435 E 1ST ST,LOS ANGELES,90063,06/10/2013,95,Restaurant,34.0369578,-118.1947052
LA SIRENA RESTAURANT,4226 E OLYMPIC BLVD,LOS ANGELES,90023,06/10/2013,95,Restaurant,34.0187681,-118.1827415
ANTOJITOS DEL D.F.,4003 E OLYMPIC BLVD,LOS ANGELES,90023,06/10/2013,100,Restaurant,34.019084,-118.188969
JULIAS ANTOJITOS #2,3437 E 1ST ST,LOS ANGELES,90063,06/10/2013,83,Restaurant,34.0369488,-118.1946855
ANTOJITOS DENISES,4060 E OLYMPIC BLVD,LOS ANGELES,90023,06/10/2013,95,Restaurant,34.0188695,-118.187189
JACK IN THE BOX #3393,4290 E OLYMPIC BLVD,LOS ANGELES,90023,06/10/2013,95,Restaurant,34.018641,-118.180407
EL MIGUELENO,2301 S VERMONT AVE,LOS ANGELES,90007,06/10/2013,93,Restaurant,34.034911,-118.291894
WONG XING JI,140 W VALLEY BLVD 211,SAN GABRIEL,91776,06/10/2013,90,Restaurant,34.0776663,-118.1008708
PAPA JOHNS PIZZA,904 S GLENOAKS BLVD,BURBANK,91502,06/10/2013,96,Restaurant,34.177501,-118.297905
IN-N-OUT BURGERS,310 N HARVEY DR,GLENDALE,91206,06/10/2013,97,Restaurant,34.1486506,-118.2273978
ANNIE'S CAFE,303 N GLENOAKS BLVD,BURBANK,91502,06/10/2013,96,Restaurant,34.1846106,-118.3088292
OK CHINESE RESTAURANT,6320 N FIGUEROA ST,LOS ANGELES,90042,06/10/2013,86,Restaurant,34.1159448,-118.1833417
ROUND TABLE PIZZA,502 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/10/2013,97,Restaurant,34.1991447,-118.1894655
GOLDEN DONUTS PLACE,504 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/10/2013,98,Restaurant,34.1990895,-118.1893442
CHIPOTLE MEXICAN GRILL #1223,895 FOOTHILL BLVD A,LA CANADA FLINTRIDGE,91011,06/10/2013,99,Restaurant,34.2035872,-118.1978516
RALPH'S #712  DELI,1100 N SAN FERNANDO BLVD,BURBANK,91504,06/10/2013,93,Restaurant,34.1889848,-118.3182436
AVIGNONES,2321 HONOLULU AVE,GLENDALE,91020,06/10/2013,100,Restaurant,34.2058313,-118.2290374
MARIE CALLENDERS PIES SHOP #15,820 S BALDWIN AVE 15,ARCADIA,91007,06/10/2013,90,Restaurant,34.1307156,-118.054163
SUBWAY SANDWICHES,14417 RAMONA BLVD #B-8,BALDWIN PARK,91706,06/10/2013,98,Restaurant,34.0884621,-117.9594712
WALMART DELI,3250 BIG DALTON AVE,BALDWIN PARK,91706,06/10/2013,97,Restaurant,34.0717058,-117.9629213
NORMS,470 N LA CIENEGA BLVD,LOS ANGELES,90048,06/10/2013,91,Restaurant,34.0798715,-118.3761691
NEW TOWN SUPER BUFFET,1100 N SAN FERNANDO BLVD,BURBANK,91504,06/10/2013,91,Restaurant,34.1889848,-118.3182436
SUBWAY SANDWICHES AND SALADS,518 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/10/2013,98,Restaurant,34.1993149,-118.1898358
PIONEER CAFE,450 W PIONEER DR,GLENDALE,91203,06/10/2013,95,Restaurant,34.154576,-118.263531
RALPH'S GROCERY BAKERY #712,1100 N SAN FERNANDO BLVD,BURBANK,91504,06/10/2013,94,Restaurant,34.1889848,-118.3182436
FLINTRIDGE,462-464 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/10/2013,96,Restaurant,34.1989075,-118.1888713
DONUT STAR,3440 FOOTHILL BLVD #A,GLENDALE,91214,06/10/2013,97,Restaurant,34.2326204,-118.254284
SUBWAY SANDWICHES,3446 FOOTHILL BLVD,LA CRESCENTA,91214,06/10/2013,98,Restaurant,34.23331,-118.2547068
JUDI'S DELI,433 N BEDFORD DR,BEVERLY HILLS,90210,06/10/2013,90,Restaurant,34.0684499,-118.4056316
JACK IN THE BOX,16860 VANOWEN ST,VAN NUYS,91406,06/10/2013,97,Restaurant,34.1935734,-118.5008263
DEMITASSE,1149 3RD ST 100,SANTA MONICA,90401,06/10/2013,98,Restaurant,34.0187757,-118.49976
SUBWAY,17261 VENTURA BLVD,ENCINO,91316,06/10/2013,100,Restaurant,34.1609743,-118.5095521
U-ZEN  SUSHI,11951 SANTA MONICA BLVD,LOS ANGELES,90025,06/10/2013,94,Restaurant,34.041662,-118.461674
MORE THAN WAFFLES,17200 VENTURA BLVD #109,ENCINO,91316,06/10/2013,92,Restaurant,34.159872,-118.50775
TOKYO  MANPUKU,2125 SAWTELLE BLVD,LOS ANGELES,90025,06/10/2013,100,Restaurant,34.0389672,-118.4421073
AMECI PIZZA,15615 VENTURA BLVD,ENCINO,91436,06/10/2013,97,Restaurant,34.1550738,-118.4740555
DOMINO'S PIZZA,17020 VENTURA BLVD,ENCINO,91316,06/10/2013,96,Restaurant,34.1597606,-118.5041166
TOSHI,15489 VENTURA BLVD,SHERMAN OAKS,91403,06/10/2013,90,Restaurant,34.1548087,-118.472149
MCDONALD'S  #2203,15700 VENTURA BLVD,ENCINO,91316,06/10/2013,93,Restaurant,34.1652319,-118.5272732
COURTYARD BY MARRIOTT,15433 VENTURA BLVD,SHERMAN OAKS,91403,06/10/2013,88,Restaurant,34.1546859,-118.4695938
MENCHIES FROZEN YOGURT,17245 VENTURA BLVD,ENCINO,91316,06/10/2013,99,Restaurant,34.1607702,-118.5090695
TANDOOR INDIA,2622 PICO BLVD,SANTA MONICA,90405,06/10/2013,98,Restaurant,34.0234288,-118.4619388
A  VOTRE SANTE CAFE,13016 SAN VICENTE BLVD,LOS ANGELES,90049,06/10/2013,90,Restaurant,34.0484212,-118.4903706
WHOLE FOODS - DELI & JUICE BAR,500 WILSHIRE BLVD,SANTA MONICA,90401,06/10/2013,91,Restaurant,34.0197795,-118.4968584
KIKKA SUSHI - WHOLE FOODS,500 WILSHIRE BLVD,SANTA MONICA,90401,06/10/2013,95,Restaurant,34.0197795,-118.4968584
HANA GRILL,15301 VENTURA BLVD,SHERMAN OAKS,91405,06/10/2013,90,Restaurant,34.15581,-118.467371
MRS. FIELDS COLKIES,15301 VENTURA BLVD #P-9,SHERMAN OAKS,91403,06/10/2013,86,Restaurant,34.15581,-118.467371
NUTS 'N BERRIES,15840 VENTURA BLVD 102,ENCINO,91436,06/10/2013,92,Restaurant,34.1554793,-118.4789147
CAFE MILAN,205 CULVER BLVD,PLAYA DEL REY,90293,06/10/2013,95,Restaurant,33.9596171,-118.4475779
RALPHS DELI #219,16325 VENTURA BLVD,ENCINO,91436,06/10/2013,90,Restaurant,34.157643,-118.489389
P.F. CHANG'S,15301 VENTURA BLVD,SHERMAN OAKS,91403,06/10/2013,91,Restaurant,34.15581,-118.467371
TATSU RAMEN,2123 SAWTELLE BLVD,LOS ANGELES,90025,06/10/2013,93,Restaurant,34.0390311,-118.442009
MANDARIN   CHINESE &  JAPANESE,2618 PICO BLVD,SANTA MONICA,90405,06/10/2013,93,Restaurant,34.0233928,-118.462005
LOS LAGOS RESTAURANT,4816 FIRESTONE BLVD,SOUTH GATE,90280,06/08/2013,86,Restaurant,33.9517347,-118.1843283
LAS CHAMPAS,4433 ALAMEDA ST B33,LOS ANGELES,90058,06/08/2013,91,Restaurant,34.003091,-118.240118
STARBUCKS COFFEE CO.,202 S BEVERLY DR,BEVERLY HILLS,90212,06/07/2013,95,Restaurant,34.064811,-118.3986742
JIM'S BURGERS,3040 BEVERLY BLVD,LOS ANGELES,90057,06/07/2013,97,Restaurant,34.0715923,-118.2817156
DAILY DONUTS,1047 PRAIRIE AVE 5,INGLEWOOD,90301,06/07/2013,98,Restaurant,33.9514433,-118.3439537
ALBERTSONS #6169 - DELI,8985 VENICE BLVD #B,LOS ANGELES,90034,06/07/2013,94,Restaurant,34.0270492,-118.3928161
CABBAGE PATCH,214 S BEVERLY DR,BEVERLY HILLS,90212,06/07/2013,91,Restaurant,34.0644936,-118.3989257
HIDE A WAY,1045 W REDONDO BEACH BLVD,GARDENA,90247,06/07/2013,93,Restaurant,33.893017,-118.2928999
LA SINALOENSE RESTAURANT,10500 S PRAIRIE AVE,INGLEWOOD,90303,06/07/2013,90,Restaurant,33.940683,-118.343523
