Name,Address,City,Zip,Date,Score,Type,Lat,Lng
4TH STREET PRIMARY CENTER,469 AMALIA AVE,LOS ANGELES,90022,09/04/2013,99,Restaurant,34.027324,-118.154338
SOLIS LEARNING ACADEMY,319 N HUMPHREYS AVE,LOS ANGELES,90022,08/29/2013,100,Restaurant,34.0391035,-118.1713877
THE BELL SHELTER KITCHEN,5600 RICKENBACKER RD 2AB,BELL,90201,07/30/2013,91,Restaurant,33.9775142,-118.1870156
WEINGART CENTER CAFE,554 S SAN PEDRO ST,LOS ANGELES,90013,07/29/2013,94,Restaurant,34.0425979,-118.2449709
L.A. FAMILY HOUSING KITCHEN,7843 LANKERSHIM BLVD,NORTH HOLLYWOOD,91605,07/11/2013,93,Restaurant,34.2135801,-118.3881429
MORALES ICE CREAM,9523 AVALON BLVD,LOS ANGELES,90003,07/10/2013,99,Restaurant,33.9493759,-118.2655975
THE BLACK SHEEP,126 E 6TH ST,LOS ANGELES,90014,07/10/2013,93,Restaurant,34.0448008,-118.2494269
MERLE NORMAN COSMETICS CAFETER,15180 BLEDSOE ST,SYLMAR,91342,07/09/2013,99,Restaurant,34.3065313,-118.4636091
MERLE NORMAN CAFETERIA #2,15180 BLEDSOE ST,SYLMAR,91342,07/09/2013,96,Restaurant,34.3065313,-118.4636091
ATHENEA,14755 VENTURA BLVD,SHERMAN OAKS,91403,07/08/2013,92,Restaurant,34.152316,-118.4550382
VIBE CAFE,14919 VENTURA BLVD,SHERMAN OAKS,91403,07/08/2013,96,Restaurant,34.1527891,-118.4581071
EL TROPICO RESTAURANT,7758 DENSMORE AVE,VAN NUYS,91405,07/08/2013,92,Restaurant,34.2118577,-118.4770934
UNION RESCUE MISSION CAFETERIA,545 S SAN PEDRO ST,LOS ANGELES,90013,07/03/2013,100,Restaurant,34.043327,-118.245111
"CAMP WILLIAMS CAFE, INC",24210 E FORK ROAD # 40,AZUSA,91702,06/30/2013,100,Restaurant,34.232838,-117.790014
CRYSTAL LAKE SNACK BAR & STORE,9877 CRYSTAL LAKE RD,AZUSA,91702,06/30/2013,100,Restaurant,34.3041758,-117.8401543
COSMIC CAFE,100 MOUNT WILSON CIR,COUNTY STRIP NORTH,91023,06/30/2013,100,Restaurant,34.22763,-118.0677
STEP UP ON VINE,1057 N VINE ST,LOS ANGELES,90038,06/28/2013,95,Restaurant,34.090092,-118.326847
HOL. PARK CASINO MAIN KITCHEN,3883 W CENTURY BLVD,INGLEWOOD,90301,06/28/2013,80,Restaurant,33.9472293,-118.3402142
CHERRYSTONES,15501 S VERMONT AVE,GARDENA,90247,06/28/2013,92,Restaurant,33.8906104,-118.2921117
PRONTO'S BURGER,110 W EL SEGUNDO BLVD,LOS ANGELES,90061,06/28/2013,90,Restaurant,33.916194,-118.2741689
STATER BROS. #49 (DELI),1055 W FOOTHILL BLVD,CLAREMONT,91711,06/28/2013,93,Restaurant,34.1071535,-117.7355977
EDWARDS WEST COVINA CINEMAS,265 S GLENDORA AVE MAIN,WEST COVINA,91790,06/28/2013,100,Restaurant,34.0656464,-117.9424743
EDWARDS WEST COVINA CINEMAS,265 S GLENDORA AVE,WEST COVINA,91790,06/28/2013,98,Restaurant,34.070261,-117.923442
EDWARDS WEST COVINA CINEMAS,265 S GLENDORA AVE SR,WEST COVINA,91791,06/28/2013,100,Restaurant,34.1194259,-117.862856
EDDIE'S NEW YORK PIZZERIA,1065 W FOOTHILL BLVD,CLAREMONT,91711,06/28/2013,92,Restaurant,34.1071581,-117.7357842
EL COLIMA BAR,1748 E FLORENCE AVE,LOS ANGELES,90001,06/28/2013,96,Restaurant,33.9746078,-118.2415585
IN-N-OUT BURGER #53,25220 THE OLD ROAD,NEWHALL,91321,06/28/2013,95,Restaurant,34.3770847,-118.5653282
"JAMAICA'S BEST, INC.",10842 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601,06/28/2013,93,Restaurant,34.1646572,-118.3673495
HAVEN BURGERS,3515 RODEO RD,LOS ANGELES,90008,06/28/2013,94,Restaurant,34.0215528,-118.3342984
MAMITA,714 S BRAND BLVD,GLENDALE,91204,06/28/2013,99,Restaurant,34.1378006,-118.2546498
LOTUS CHINESE CUISINE,511 N GLENOAKS BLVD,BURBANK,91502,06/28/2013,100,Restaurant,34.1861674,-118.3104312
Y'S CHOICE CAFE,321 E MAGNOLIA BLVD,BURBANK,91502,06/28/2013,100,Restaurant,34.184655,-118.310519
THE LOCAL PEASANT,22901 VENTURA BLVD,WOODLAND HILLS,91364,06/28/2013,90,Restaurant,34.1656764,-118.625288
YASS ALBURZ,6001 FALLBROOK AVE,WOODLAND HILLS,91367,06/28/2013,91,Restaurant,34.1794025,-118.623868
"H PARK STAND 11,12, & BAR 3",1050 S PRAIRIE AVE,INGLEWOOD,90301,06/27/2013,96,Restaurant,33.9533992,-118.3402205
CHESTER FRIED,633 W MANCHESTER BLVD,INGLEWOOD,90301,06/27/2013,86,Restaurant,33.9620837,-118.3678273
MARISCOS NAYARIT,10020 S FIGUEROA ST,LOS ANGELES,90003,06/27/2013,90,Restaurant,33.9453536,-118.2825957
"HOLLYWOOD PARK STANDS 26, 29",1050 S PRAIRIE AVE,INGLEWOOD,90301,06/27/2013,100,Restaurant,33.9533992,-118.3402205
HOLLYWOOD PARK STAND 41,1050 S PRAIRIE AVE,INGLEWOOD,90301,06/27/2013,100,Restaurant,33.9533992,-118.3402205
H PARK STAND 25 & 38,1050 S PRAIRIE AVE,INGLEWOOD,90301,06/27/2013,99,Restaurant,33.9533992,-118.3402205
HP TURF CLUB KITCHEN & BAR 60,1050 S PRAIRIE AVE,INGLEWOOD,90301,06/27/2013,94,Restaurant,33.9533992,-118.3402205
LA GRAN VIA BAKERY,4461 LENNOX BLVD,LENNOX,90304,06/27/2013,93,Restaurant,33.9382869,-118.3547055
"H PARK STANDS 43, BAR 35",1050 S PRAIRIE AVE,INGLEWOOD,90301,06/27/2013,99,Restaurant,33.9533992,-118.3402205
KRISPY KREME,1199 W ARTESIA BLVD,GARDENA,90248,06/27/2013,89,Restaurant,33.8728155,-118.3011822
MONGOLIAN BBQ,970 W FOOTHILL BLVD,CLAREMONT,91711,06/27/2013,91,Restaurant,34.1067907,-117.7336074
KELLEY'S,8148 FIRESTONE BLVD,DOWNEY,90241,06/27/2013,96,Restaurant,33.9410657,-118.1353591
SUPREME DRAGON,18406 COLIMA RD #E-F,ROWLAND HEIGHTS,91748,06/27/2013,86,Restaurant,33.988193,-117.9031687
GREEN ISLAND,17515 COLIMA RD #B,CITY OF INDUSTRY,91748,06/27/2013,92,Restaurant,33.9883658,-117.9075089
FURAIBO TEBA SAKI CHICKEN,17859 E COLIMA RD,CITY OF INDUSTRY,91748,06/27/2013,96,Restaurant,33.9901052,-117.9151702
WABA GRILL TERIYAKI HOUSE,440 AUTO CENTER DR,CLAREMONT,91711,06/27/2013,94,Restaurant,34.0807959,-117.7207024
EL RANCHERO MEXICAN FOOD,984 W FOOTHILL BLVD,CLAREMONT,91711,06/27/2013,95,Restaurant,34.106468,-117.733849
"AMERICAN LEGION,  #335",9535 CALIFORNIA AVE,SOUTH GATE,90280,06/27/2013,96,Restaurant,33.9481037,-118.2070481
SONIC DRIVE-IN #5964,40124 W 10TH ST,PALMDALE,93551,06/27/2013,100,Restaurant,34.611436,-118.147305
"LUVI,S CAFE",26455 GOLDEN VALLEY RD,SANTA CLARITA,91350,06/27/2013,98,Restaurant,34.4140621,-118.5028011
WALMART SUPERCENTER-DELI/BKRY,26471 CARL BOYER DR,SANTA CLARITA,91350,06/27/2013,94,Restaurant,34.4142085,-118.5063606
ROBEKS JUICE,26810 THE OLD ROAD,VALENCIA,91355,06/27/2013,100,Restaurant,34.4080254,-118.5791435
LADY DI'S COOKIES,26882 THE OLD ROAD,VALENCIA,91381,06/27/2013,100,Restaurant,34.4097937,-118.578714
LEE'S  CHINESE FASTFOOD,445 E ANAHEIM ST,WILMINGTON,90744,06/27/2013,90,Restaurant,33.780544,-118.257849
SUBWAY SANDWICHES,26888 THE OLD ROAD,STEVENSON RANCH,91381,06/27/2013,100,Restaurant,34.4104348,-118.5791712
SUSHI SHO KEN,26894 THE OLD ROAD,VALENCIA,91381,06/27/2013,95,Restaurant,34.4104385,-118.5791703
THE CRATER CAFE -JPL #190,4800 OAK GROVE DR #190,PASADENA,91109,06/27/2013,97,Restaurant,34.1986494,-118.174585
THE ORBIT CAFE - JPL,4800 OAK GROVE DR #303,PASADENA,91109,06/27/2013,94,Restaurant,34.1986494,-118.174585
BROASTER KITCHEN,1440 W BEVERLY BLVD,MONTEBELLO,90640,06/27/2013,80,Restaurant,34.0188222,-118.113637
LITTLE MEXICO,2302 W WHITTIER BLVD,MONTEBELLO,90640,06/27/2013,96,Restaurant,34.013998,-118.125531
EXECUTIVE KITCHEN,4024 RADFORD AVE,STUDIO CITY,91604,06/27/2013,99,Restaurant,34.1444892,-118.3929058
CBS  COMMISSARY CARLA'S CAFE,4024 RADFORD AVE,STUDIO CITY,91604,06/27/2013,90,Restaurant,34.1444892,-118.3929058
THE RED PLANET CAFE #167,4800 OAK GROVE DR #167,PASADENA,91109,06/27/2013,90,Restaurant,34.1986494,-118.174585
SPECIALTY LAB CAFETERIA,27027 TOURNEY RD,VALENCIA,91355,06/27/2013,91,Restaurant,34.413779,-118.574983
CBS BROADCAST CTR. COMMISS.,4200 RADFORD AVE BSMT,STUDIO CITY,91604,06/27/2013,96,Restaurant,34.1462569,-118.3920798
JAS FOUR SEASONS CAFE,28201 FRANKLIN PKWY,SANTA CLARITA,91383,06/27/2013,92,Restaurant,34.4343541,-118.6297471
DON QUIXOTE,2811 E OLYMPIC BLVD,LOS ANGELES,90023,06/27/2013,99,Restaurant,34.023421,-118.2171919
MOVSES GOLDEN PASTRY,1755 W GLENOAKS BLVD,GLENDALE,91201,06/27/2013,96,Restaurant,34.1725235,-118.2909821
DON ZARAPE #2,5560 VINELAND AVE E&F;,NORTH HOLLYWOOD,91601,06/27/2013,90,Restaurant,34.1549764,-118.3775955
DEL MAR CAFE,712 S DEL MAR AVE,SAN GABRIEL,91776,06/27/2013,90,Restaurant,34.093502,-118.099269
MALEK RESTAURANT,20050 VANOWEN ST #J,CANOGA PARK,91306,06/27/2013,86,Restaurant,34.1934189,-118.5707781
SALT RESTAURANT,26500 AGOURA RD #116,CALABASAS,91302,06/27/2013,90,Restaurant,34.1434185,-118.6994521
BRANDYWINE RESTAURANT,22757 VENTURA BLVD,WOODLAND HILLS,91367,06/27/2013,95,Restaurant,34.1665399,-118.6226983
CURRY UP CAFE,21912 VENTURA BLVD,WOODLAND HILLS,91364,06/27/2013,95,Restaurant,34.1681472,-118.604317
TRIMANA GRILL,21600 OXNARD ST 130,WOODLAND HILLS,91367,06/27/2013,96,Restaurant,34.178451,-118.600256
VICTORY PRODUCE-BAKERY & DELI,19801 VANOWEN ST A1,CANOGA PARK,91306,06/27/2013,80,Restaurant,34.1943999,-118.5645478
TOMOYA SUSHI 7 IZAKAYA,6020 A CANOGA AVE,WOODLAND HILLS,91367,06/27/2013,95,Restaurant,34.180027,-118.596946
CHIPOTLE MEXICAN GRILL,16350 VENTURA BLVD,ENCINO,91436,06/27/2013,92,Restaurant,34.1569137,-118.4892896
HILTON WOODLAND HILLS,6360 CANOGA AVE,WOODLAND HILLS,91367,06/27/2013,97,Restaurant,34.1862323,-118.596959
BJ'S RESTAURANTS INC.,6424 CANOGA AVE,WOODLAND HILLS,91367,06/27/2013,97,Restaurant,34.1872248,-118.5968423
PIERRES PASTRY,20429 SHERMAN WY,CANOGA PARK,91306,06/27/2013,90,Restaurant,34.2011458,-118.5787606
ZOOMA SUSHI,29350 PACIFIC COAST HWY,MALIBU,90265,06/27/2013,93,Restaurant,34.018891,-118.813257
RAJ'S SUBS INC,1101 S VERMONT AVE. #112,LOS ANGELES,90006,06/26/2013,95,Restaurant,34.0505141,-118.2918463
YOSHINOYA BEEF BOWL,2897 W OLYMPIC BLVD #101,LOS ANGELES,90006,06/26/2013,91,Restaurant,34.053027,-118.297577
PHILLIP'S BBQ,4307 LEIMERT BLVD,LOS ANGELES,90008,06/26/2013,96,Restaurant,34.0053178,-118.3301554
FEED ALL CAFE,8687 MELROSE AVE,WEST HOLLYWOOD,90069,06/26/2013,99,Restaurant,34.0821578,-118.3823832
ANTIGUA RESTAURANT &  BAKERY,4074 W CENTURY BLVD,INGLEWOOD,90304,06/26/2013,90,Restaurant,33.9454398,-118.3464671
HAVANA HUT,6801 HOLLYWOOD BLVD #205,LOS ANGELES,90028,06/26/2013,90,Restaurant,34.1025925,-118.3402607
LA FONDA  RESTAURANT OF ING.,4649 W CENTURY BLVD,INGLEWOOD,90304,06/26/2013,82,Restaurant,33.9458714,-118.3586694
EREWHON DELI - TSUNAMI SUSHI,7660 BEVERLY BLVD,LOS ANGELES,90036,06/26/2013,92,Restaurant,34.075322,-118.356846
PACIFIC  THEATERS AT THE GROVE,189 THE GROVE  DRIVE L-80,LOS ANGELES,90036,06/26/2013,90,Restaurant,34.0713424,-118.3568692
WING-STOP,3351 W CENTURY BLVD 103,INGLEWOOD,90303,06/26/2013,81,Restaurant,33.9458682,-118.3312595
TOWN SENT SEAFOOD RESTAURANT,1069 W SAN BERNARDINO RD,COVINA,91722,06/26/2013,82,Restaurant,34.0890879,-117.911711
JACK IN THE BOX #5424,535 S CITRUS AVE,COVINA,91723,06/26/2013,93,Restaurant,34.0797149,-117.89047
YEI SAN JIB RESTAURANT,18301 COLIMA RD,ROWLAND HEIGHTS,91748,06/26/2013,86,Restaurant,33.9888737,-117.904698
CONTINENTAL BURGERS,233 GENTLE SPRINGS LN,DIAMOND BAR,91765,06/26/2013,92,Restaurant,34.0215354,-117.8120993
CALIFORNIA PIZZA KITCHEN #250,110 S CALIFORNIA AVE,WEST COVINA,91790,06/26/2013,90,Restaurant,34.07125,-117.927508
LITTLE TOKYO SHABU SHABU,1330 S FULLERTON RD #108,CITY OF INDUSTRY,91748,06/26/2013,90,Restaurant,33.9932826,-117.9038284
SAIGON VILLAGE RESTAURANT,1280 E HOLT AVE,POMONA,91767,06/26/2013,93,Restaurant,34.0627515,-117.7247553
IHOP  #939,12623 S NORWALK BLVD,NORWALK,90650,06/26/2013,93,Restaurant,33.9162629,-118.0729203
ALBERT'S MEXICAN FOOD,11543 E FIRESTONE BLVD,NORWALK,90650,06/26/2013,95,Restaurant,33.9158911,-118.0871919
DARVISH RESTAURANT,946 W FOOTHILL BLVD,CLAREMONT,91711,06/26/2013,95,Restaurant,34.1069838,-117.7309512
JAVA SPICE,1743 S FULLERTON RD,ROWLAND HEIGHTS,91748,06/26/2013,98,Restaurant,33.9839042,-117.9076928
STREIT'S GERMANY BAKERY,7900 E IMPERIAL HWY,DOWNEY,90242,06/26/2013,97,Restaurant,33.9255989,-118.1552116
HAYATO SUSHI,950 W FOOTHILL BLVD,CLAREMONT,91711,06/26/2013,96,Restaurant,34.106508,-117.732641
IHOP RESTAURANT,903 W ARROW HWY,SAN DIMAS,91773,06/26/2013,93,Restaurant,34.1070657,-117.8247859
PANERA BREAD,17501 COLIMA RD #D,CITY OF INDUSTRY,91748,06/26/2013,96,Restaurant,33.991237,-117.924763
CASA MORENO MEXICAN RESTAURANT,223 N CITRUS AVE,COVINA,91723,06/26/2013,97,Restaurant,34.088157,-117.890453
GREENHILLS BAKERY,1241 S GRAND AVE #D,DIAMOND BAR,91765,06/26/2013,96,Restaurant,33.9998319,-117.8094988
DREAMLAND,2761 LA PUENTE RD,WEST COVINA,91792,06/26/2013,95,Restaurant,34.011942,-117.8789354
FISH IN THE VILLAGE MARKET,12450 BURBANK BLVD #B,VALLEY VILLAGE,91607,06/26/2013,92,Restaurant,34.1717478,-118.4045883
DENNY'S #1736,14445 SHERMAN WY,VAN NUYS,91405,06/26/2013,99,Restaurant,34.2014537,-118.4478036
LA TAPCHULTECA (RESTAURANT),6569 VAN NUYS BLVD,VAN NUYS,91401,06/26/2013,94,Restaurant,34.1904122,-118.4493523
OK CHINESE FOOD RESTAURANT,7400 VAN NUYS BLVD #104,VAN NUYS,91405,06/26/2013,97,Restaurant,34.2057188,-118.4481892
BUFFALO WILD WINGS #315,193 STONEWOOD ST #A39,DOWNEY,90241,06/26/2013,96,Restaurant,33.938355,-118.1210425
PIECE O' PIZZA & DELI,11700 VENICE BLVD,LOS ANGELES,90066,06/26/2013,93,Restaurant,34.008246,-118.424597
DRAGON GARDEN,1063 E AVENUE J #103,LANCASTER,93535,06/26/2013,97,Restaurant,34.6897856,-118.110553
NJOYPOPCORN,1233 W RANCHO VISTA BLVD #811,PALMDALE,93551,06/26/2013,99,Restaurant,34.6038194,-118.1520136
CASA ROMA,320 W AVENUE J2,LANCASTER,93534,06/26/2013,98,Restaurant,34.6812443,-118.1364327
GUITAR CENTER CAFETERIA,05795 LINDERO CANYON RD,WESTLAKE VILLAGE,91362,06/26/2013,95,Restaurant,34.1540576,-118.7969941
MAYTES JUGOS Y RASPADOS,1300 SOTO ST #9,LOS ANGELES,90023,06/26/2013,100,Restaurant,34.026096,-118.219257
SIERRACIN/SYLMAR CORPORATION,12780 SAN FERNANDO RD,SYLMAR,91342,06/26/2013,94,Restaurant,34.302635,-118.4624206
LA RAMADA RESTAURANT,2215 S CENTRAL AVE,LOS ANGELES,90011,06/26/2013,91,Restaurant,34.0216959,-118.2530732
MI COCINITA CHAPINA RESTAURANE,1325 W VENICE BLVD #A,LOS ANGELES,90006,06/26/2013,98,Restaurant,34.043328,-118.282496
CHA CHA CHILI,640 W VALLEY BLVD #A,ALHAMBRA,91803,06/26/2013,90,Restaurant,34.0778729,-118.130361
NEW DONUTS,1260 S SOTO ST #12,LOS ANGELES,90023,06/26/2013,93,Restaurant,34.0263406,-118.2193922
CATCHUP AND MUSTARD,1416 W BEVERLY BLVD,MONTEBELLO,90640,06/26/2013,100,Restaurant,34.018961,-118.113372
DAMON'S STEAK HOUSE,317 N BRAND BLVD,GLENDALE,91203,06/26/2013,92,Restaurant,34.150615,-118.255473
BARN RAU,10825 OXNARD ST,NORTH HOLLYWOOD,91606,06/26/2013,96,Restaurant,34.1795797,-118.367043
LOLA'S,945 N FAIRFAX AVE,WEST HOLLYWOOD,90046,06/26/2013,94,Restaurant,34.0885636,-118.3616248
JACK IN THE BOX,22730 VICTORY BLVD,WOODLAND HILLS,91364,06/26/2013,91,Restaurant,34.1863112,-118.6222792
SUBWAY,2635 LINCOLN BLVD,SANTA MONICA,90405,06/26/2013,98,Restaurant,34.0065628,-118.475813
NIKITA,22716 PACIFIC COAST HWY,MALIBU,90265,06/26/2013,95,Restaurant,34.038986,-118.670436
PURE BANQUET HALL,16935 VANOWEN ST #G,VAN NUYS,91406,06/26/2013,90,Restaurant,34.1943062,-118.5025487
RUBIO'S BAJA GRILL,19500 PLUMMER ST,NORTHRIDGE,91324,06/26/2013,90,Restaurant,34.2419272,-118.5588553
EL TORITO RESTAURANT,6040 CANOGA AVE,WOODLAND HILLS,91367,06/26/2013,100,Restaurant,34.180498,-118.596973
OI ASIAN FUSION,6747 TAMPA AVE,RESEDA,91335,06/26/2013,92,Restaurant,34.1933561,-118.5537369
CORNER BAKERY CAFE,100 N LA CIENEGA BLVD 120,LOS ANGELES,90048,06/25/2013,95,Restaurant,34.0742131,-118.3755756
CHIPOTLE MEXICAN GRILL,1755 ARTESIA BLVD,GARDENA,90248,06/25/2013,94,Restaurant,33.872944,-118.308701
GATTEN SUSHI,1530 W ARTESIA BLVD,GARDENA,90248,06/25/2013,90,Restaurant,33.8729132,-118.3035978
FRESH AND MEATY  BURGERS,3016 W FLORENCE AVE,LOS ANGELES,90043,06/25/2013,91,Restaurant,33.9742394,-118.3261664
BARNES & NOBLE CAFE,189 THE GROVE DR K-30,LOS ANGELES,90036,06/25/2013,95,Restaurant,34.0713424,-118.3568692
POLLO CAMPERO,1890 W SLAUSON AVE,LOS ANGELES,90047,06/25/2013,96,Restaurant,33.988836,-118.311011
CHARLIE'S PANTRY,2922 BEVERLY GLEN CIR,LOS ANGELES,90077,06/25/2013,96,Restaurant,34.1272116,-118.4444755
LA LONCHERA TACOS,15333 HAWTHORNE BLVD,LAWNDALE,90260,06/25/2013,90,Restaurant,33.8913362,-118.3527321
PANADERIA EL MANA,115 E ARBOR VITAE ST,INGLEWOOD,90301,06/25/2013,90,Restaurant,33.9529976,-118.3541482
JACK IN THE BOX #229,2220 W SLAUSON AVE,LOS ANGELES,90043,06/25/2013,93,Restaurant,33.9888615,-118.3182961
BBQ CHICKEN,2841 DIAMOND BAR BLVD #C,DIAMOND BAR,91765,06/25/2013,97,Restaurant,33.974469,-117.8377811
TUTTI FRUTTI,9224 PLAZA DR,WEST COVINA,91790,06/25/2013,95,Restaurant,34.0701278,-117.9359952
CURRY HOUSE,17865 COLIMA RD.,CITY OF INDUSTRY,91748,06/25/2013,93,Restaurant,33.9902006,-117.9159609
FULL OF LIFE BAKERY,333 W BONITA AVE,CLAREMONT,91711,06/25/2013,98,Restaurant,34.0966363,-117.7183409
TACO FACTORY,363 W BONITA AVE,CLAREMONT,91711,06/25/2013,91,Restaurant,34.0966361,-117.7186668
MARIE CALLENDERS #124,1560 ALBATROSS RD,CITY OF INDUSTRY,91748,06/25/2013,96,Restaurant,33.99336,-117.923595
FIVE GUYS BURGERS & FRIES,1455 PLAZA DR,WEST COVINA,91790,06/25/2013,98,Restaurant,34.0698104,-117.9268852
LAS PALMAS,662 W ARROW HWY,SAN DIMAS,91773,06/25/2013,95,Restaurant,34.1054763,-117.8188774
COCO PALM EXPRESS,821 PLAZA DR,WEST COVINA,91790,06/25/2013,90,Restaurant,34.0698976,-117.9275847
BAJA FRESH MEXICAN GRILL #638,120 S CALIFORNIA ST,WEST COVINA,91790,06/25/2013,87,Restaurant,34.0710099,-117.9272281
TAPIOCA EXPRESS,1019 S GLENDORA AVE,WEST COVINA,91790,06/25/2013,91,Restaurant,34.0573055,-117.936584
DR. GRUBB'S CALIFORNIA FRESH,353 W BONITA AVE,CLAREMONT,91711,06/25/2013,95,Restaurant,34.0966358,-117.7185961
YOJIE JAPANESE FONDUE,2803 S DIAMOND BAR BLVD,DIAMOND BAR,91765,06/25/2013,87,Restaurant,33.9745059,-117.8374397
ZHENG'S FUSION,17515 COLIMA RD #A,CITY OF INDUSTRY,91748,06/25/2013,96,Restaurant,33.9883658,-117.9075089
SO CAL PIZZA,12253 E IMPERIAL HWY,NORWALK,90650,06/25/2013,93,Restaurant,33.9172029,-118.0715092
SUBWAY,9040 SEPULVEDA BLVD,NORTH HILLS,91343,06/25/2013,98,Restaurant,34.2345314,-118.4674652
LA FORCACCIA,8610 VAN NUYS BLVD 1007,PANORAMA CITY,91402,06/25/2013,94,Restaurant,34.226628,-118.4494846
GUADALAJARA TACO GRILL,832 1/2 E AVE Q-6,PALMDALE,93550,06/25/2013,92,Restaurant,34.5815505,-118.1146196
SAM'S CLUB # 6626 - CAFE,5871 FIRESTONE BLVD,SOUTH GATE,90280,06/25/2013,95,Restaurant,33.9488695,-118.1620139
INT'L HOUSE OF PANCAKES,24737 W PICO CANYON RD,VALENCIA,91355,06/25/2013,97,Restaurant,34.3801564,-118.5678213
SAM'S CLUB #6626  (BAKERY),5871 FIRESTONE BLVD,SOUTH GATE,90280,06/25/2013,100,Restaurant,33.9488695,-118.1620139
WINCO FOODS BAKERY DEPT,740 W AVE K,LANCASTER,93534,06/25/2013,93,Restaurant,34.6748625,-118.1453889
ARBY'S  #5735,1525 W SEPULVEDA BLVD,TORRANCE,90501,06/25/2013,100,Restaurant,33.8157707,-118.3046423
WINCO FOODS PIZZA DEPARTMENT,740 W AVE K,LANCASTER,93534,06/25/2013,92,Restaurant,34.6748625,-118.1453889
AMERICAN FISH GRILL,1175 W CARSON ST,TORRANCE,90502,06/25/2013,94,Restaurant,33.8315776,-118.2969754
LAMPPOST PIZZA,20850 CENTER POINT PARKWAY,CANYON COUNTRY,91351,06/25/2013,99,Restaurant,34.4384112,-118.4571974
STARBUCKS COFFEE #5308,25900 THE OLD ROAD,VALENCIA,91381,06/25/2013,99,Restaurant,34.3915514,-118.5737678
STARBUCK'S COFFEE,19435 SOLEDAD CYN RD,CANYON COUNTRY,91351,06/25/2013,99,Restaurant,34.45129,-118.426511
JIM'S BURGERS,3900 E OLYMPIC BLVD,LOS ANGELES,90023,06/25/2013,94,Restaurant,34.0186457,-118.1920478
GATE GOURMET,6701 W IMPERIAL HWY,LOS ANGELES,90045,06/25/2013,90,Restaurant,33.9320742,-118.4076936
NORMANDIE COUNTRY BAKERY INC,3022 COCHRAN AVE,LOS ANGELES,90016,06/25/2013,93,Restaurant,34.025856,-118.360862
DELICIOUS PASTRY & BAKERY,2346 W PICO BLVD,LOS ANGELES,90006,06/25/2013,86,Restaurant,34.0471675,-118.2880655
EL SALVADOR RESTAURANT,2528 S CENTRAL AVE,LOS ANGELES,90011,06/25/2013,92,Restaurant,34.01887,-118.254481
THE LASH,117 E WINSTON ST 104,LOS ANGELES,90013,06/25/2013,98,Restaurant,34.047149,-118.247075
WOODWARD CAFE CALIF DINE,25200 W RYE CANYON RD,SANTA CLARITA,91355,06/25/2013,90,Restaurant,34.439117,-118.575103
SCARANTINOS,1524 E COLORADO ST,GLENDALE,91205,06/25/2013,97,Restaurant,34.1424711,-118.230553
RALPH'S GROCERY CO #648 DELI,2600 W VICTORY BLVD,BURBANK,91505,06/25/2013,96,Restaurant,34.183631,-118.339557
RALPH'S GROCERY CO. #648BAKERY,2600 W VICTORY BLVD,BURBANK,91505,06/25/2013,97,Restaurant,34.183631,-118.339557
CAFE MOONLIGHT,1022 E CHEVY CHASE DR A&B;,GLENDALE,91205,06/25/2013,97,Restaurant,34.1337367,-118.2468148
KATSUYA,702 AMERICANA WAY,GLENDALE,91210,06/25/2013,94,Restaurant,34.1442587,-118.2559204
WALMART BAKERY,3250 BIG DALTON AVE,BALDWIN PARK,91706,06/25/2013,99,Restaurant,34.0717058,-117.9629213
CHAI THUNG,8430 SUNLAND BLVD,SUN VALLEY,91352,06/25/2013,96,Restaurant,34.2240599,-118.3655657
HILTON- BANQUET KITCHEN,555 UNIVERSAL HOLLYWOOD DR,UNIVERSAL CITY,91608,06/25/2013,94,Restaurant,34.137037,-118.358402
INDIAN BEER HOUSE,633 S SAN GABRIEL BLVD #105,SAN GABRIEL,91776,06/25/2013,91,Restaurant,34.0947315,-118.0911595
HILTON- CAFE SIERRA KITCHEN,555 UNIVERSAL HOLLYWOOD DR,UNIVERSAL CITY,91608,06/25/2013,96,Restaurant,34.137037,-118.358402
HILTON- MANDARIN KITCHEN,555 UNIVERSAL HOLLYWOOD DR,UNIVERSAL CITY,91608,06/25/2013,98,Restaurant,34.137037,-118.358402
SUBWAY #35527,3250 BIG DALTON AVE,BALDWIN PARK,91706,06/25/2013,99,Restaurant,34.0717058,-117.9629213
PARADISE BIRYANI POINTE,7231 TOPANGA CANYON BLVD,CANOGA PARK,91303,06/25/2013,100,Restaurant,34.2021681,-118.6064336
PONO  BURGER,829 BROADWAY D,SANTA MONICA,90401,06/25/2013,95,Restaurant,34.0188218,-118.4893833
SONG PHAT,20506 SHERMAN WY,CANOGA PARK,91306,06/25/2013,90,Restaurant,34.2009565,-118.5800117
KAISHIN MALIBU,23841 MALIBU RD #24,MALIBU,90265,06/25/2013,91,Restaurant,34.0342803,-118.693907
TOM N TOMS COFFEE,621 S WESTERN AVE. 101,LOS ANGELES,90005,06/24/2013,83,Restaurant,34.0728965,-118.3093475
BURGER PALACE #3,7126 S WESTERN AVE,LOS ANGELES,90047,06/24/2013,90,Restaurant,33.9746766,-118.3086894
TACO BELL #3141,1408 W CENTURY BLVD,LOS ANGELES,90044,06/24/2013,90,Restaurant,33.9454751,-118.3004699
