Name,Address,City,Zip,Date,Score,Type
"COFFEE BEAN & TEA LEAF #182","20301 HAWTHORNE BLVD #A","TORRANCE","90503","06/07/2013","95","Restaurant"
"ALI BABA","320 W 9TH ST","LOS ANGELES","90015","06/07/2013","98","Restaurant"
"PETE'S CAFE & BAR","400 S MAIN ST #6","LOS ANGELES","90013","06/07/2013","93","Restaurant"
"PEDDLERS CREAMERY","458 S MAIN ST","LOS ANGELES","90013","06/07/2013","99","Restaurant"
"THE NEW MOON","102 W 9TH ST","LOS ANGELES","90015","06/07/2013","96","Restaurant"
"NEW MIKADO","1001 S BROADWAY","LOS ANGELES","90015","06/07/2013","95","Restaurant"
"JOE'S DOWNTOWN MARKET  & DELI","1855 INDUSTRIAL ST 102","LOS ANGELES","90021","06/07/2013","92","Restaurant"
"LA VICTORIA COCO BONGO REST","3311 S MAIN ST","LOS ANGELES","90011","06/07/2013","90","Restaurant"
"DAILY DOSE RG","1820 INDUSTRIAL ST 104","LOS ANGELES","90021","06/07/2013","94","Restaurant"
"BACO MERCAT","408 S MAIN ST","LOS ANGELES","90013","06/07/2013","97","Restaurant"
"FERNANDOS BAR","3230 S CENTRAL AVE","LOS ANGELES","90011","06/07/2013","92","Restaurant"
"PETE'S CAFE & BAR REMOTE PREP","400 S MAIN ST #6","LOS ANGELES","90013","06/07/2013","100","Restaurant"
"LE POUR HAUS","1820 INDUSTRIAL ST 101","LOS ANGELES","90021","06/07/2013","98","Restaurant"
"DAVENPORT'S CAFE","3965 S WESTERN AVE","LOS ANGELES","90062","06/07/2013","97","Restaurant"
"LAS TRANCAS SALON","5351 ATLANTIC BLVD","MAYWOOD","90270","06/07/2013","91","Restaurant"
"YUM CHA CAFE","421 N ATLANTIC BLVD 101","MONTEREY PARK","91754","06/07/2013","83","Restaurant"
"BON APPETIT AT DREAM WORKS","1000 FLOWER ST","GLENDALE","91201","06/07/2013","92","Restaurant"
"STARBUCK","1000 FLOWER ST","GLENDALE","91201","06/07/2013","100","Restaurant"
"QINGDAO BREAD FOOD","301 N GARFIELD AVE G","MONTEREY PARK","91754","06/07/2013","92","Restaurant"
"CRENSHAW LIVE SUPPER CLUB","3888 S CRENSHAW BLVD","LOS ANGELES","90008","06/07/2013","92","Restaurant"
"TOMMY'S FAMOUS HAMBURGERS","1310 N SAN FERNANDO BLVD","BURBANK","91504","06/07/2013","96","Restaurant"
"SHAKEY'S PIZZA PARLOR","1300 N SAN FERNANDO BLVD","BURBANK","91504","06/07/2013","90","Restaurant"
"SAN SALVADOR","1828 S VERMONT AVE","LOS ANGELES","90006","06/07/2013","100","Restaurant"
"BURGER KING #13624","3101 BALDWIN PARK BLVD","BALDWIN PARK","91706","06/07/2013","90","Restaurant"
"CRISPY DONUTS","2610 DURFEE AVE","EL MONTE","91732","06/07/2013","91","Restaurant"
"40-LOVE","1515 N GLENOAKS BLVD","BURBANK","91504","06/07/2013","97","Restaurant"
"WISTERIA RESTAURANT & BAR","44 N BALDWIN AVE","SIERRA MADRE","91024","06/07/2013","95","Restaurant"
"SUBWAY #46954","1325 GLENDALE GALLERIA","GLENDALE","91210","06/07/2013","97","Restaurant"
"MI PUEBLO SUPERMKT TORTILLERI","11850 VALLEY BLVD","EL MONTE","91732","06/07/2013","94","Restaurant"
"LA ITALIAN KITCHEN","1127 GLENDALE GALLERIA","GLENDALE","91210","06/07/2013","92","Restaurant"
"WETZEL'S PRETZELS","2179 GLENDALE GALLERIA","GLENDALE","91210","06/07/2013","99","Restaurant"
"MASSIS KABOB INTL GRILL","400 S BALDWIN AVE FC6","ARCADIA","91007","06/07/2013","96","Restaurant"
"CHUNG KING RESTAURANT","1000 S SAN GABRIEL BLVD","SAN GABRIEL","91776","06/07/2013","93","Restaurant"
"DAYS INN IN-BETWEEN LOUNGE","450 W PIONEER DR","GLENDALE","91203","06/07/2013","98","Restaurant"
"326 BEER & WINE","6333 W 3RD ST #326","LOS ANGELES","90036","06/07/2013","96","Restaurant"
"TENJU TEA HOUSE","5817 ROSEMEAD BLVD","TEMPLE CITY","91780","06/07/2013","92","Restaurant"
"PEPE'S FINEST MEXICAN FOOD","5829 ROSEMEAD BLVD","TEMPLE CITY","91780","06/07/2013","90","Restaurant"
"TOMMY'S BURGERS","2821 PECK RD #A","EL MONTE","91731","06/07/2013","93","Restaurant"
"MACHO CAFE","830 E MISSION DR","SAN GABRIEL","91776","06/07/2013","92","Restaurant"
"RED ROBIN GOURMET BURGERS","400 S BALDWIN AVE 2365","ARCADIA","91007","06/07/2013","100","Restaurant"
"CINNABON","1130 GLENDALE GALLERIA","GLENDALE","91210","06/07/2013","96","Restaurant"
"NOT A BURGER STAND","1221 RIVERSIDE DR","BURBANK","91505","06/07/2013","90","Restaurant"
"168 GARDEN","1530 S SAN GABRIEL BLVD","SAN GABRIEL","91776","06/07/2013","91","Restaurant"
"ROCKY MOUNTAIN CHOC FACTORY","2131 GLENDALE GALLERIA","GLENDALE","91210","06/07/2013","97","Restaurant"
"ELKS LODGE #2025","27 W HUNTINGTON DR","ARCADIA","91007","06/07/2013","96","Restaurant"
"ALKALIFE CAFE","79 WINDWARD AVE","VENICE","90291","06/07/2013","93","Restaurant"
"PORTER RANCH SUBWAY","19753 RINALDI ST","NORTHRIDGE","91326","06/07/2013","100","Restaurant"
"SUBWAY #4030","6401 PLATT AVE 2","CANOGA PARK","91307","06/07/2013","91","Restaurant"
"KATE MANTILINI","5921 OWENSMOUTH AVE","WOODLAND HILLS","91367","06/07/2013","92","Restaurant"
"SEAN'S CAFE","517 OCEAN FRONT WK #12","VENICE","90291","06/07/2013","81","Restaurant"
"VALLEY INDIA CAFE","7257 TOPANGA CANYON BLVD","CANOGA PARK","91303","06/07/2013","94","Restaurant"
"SUBWAY  #24303","9870 DE SOTO AVE","CHATSWORTH","91311","06/07/2013","100","Restaurant"
"JERSEY MIKES","26799 AGOURA RD C2","CALABASAS","91302","06/07/2013","92","Restaurant"
"WINDWARD FARMS DELI","105 WINDWARD AVE","VENICE","90291","06/07/2013","94","Restaurant"
"COLD STONE CREAMERY","10875 W PICO BLVD","LOS ANGELES","90064","06/07/2013","97","Restaurant"
"VALLARTA #11 - BAKERY","21208 SHERMAN WY","CANOGA PARK","91303","06/07/2013","96","Restaurant"
"DOMINO'S  PIZZA","6401 PLATT AVE","CANOGA PARK","91307","06/07/2013","90","Restaurant"
"VENICE CAFE GELATO","517 OCEAN FRONT WK #4","VENICE","90291","06/07/2013","84","Restaurant"
"FIELDS MARKET- DELI","23221 SATICOY ST","CANOGA PARK","91304","06/07/2013","93","Restaurant"
"STARBUCKS","820 MONTANA AVE","SANTA MONICA","90403","06/07/2013","98","Restaurant"
"ONO HAWAIIAN BBQ","10814 JEFFERSON BLVD M &N;","CULVER CITY","90230","06/07/2013","95","Restaurant"
"VONS (BAKERY)","8201 TOPANGA CANYON BLVD","CANOGA PARK","91304","06/07/2013","99","Restaurant"
"SUBWAY","7300 TOPANGA CANYON BLVD #3","CANOGA PARK","91303","06/07/2013","96","Restaurant"
"CAMPOS TACOS","10814 JEFFERSON BLVD 'P'","CULVER CITY","90230","06/07/2013","90","Restaurant"
"DOMINO'S PIZZA","9874 DE SOTO AVE","CHATSWORTH","91311","06/07/2013","91","Restaurant"
"WOODLEY GOLF COURSE SNK BAR 2","6331 WOODLEY AVE","VAN NUYS","91406","06/07/2013","93","Restaurant"
"HANGAR 19","12181 BLUFF CREEK DR # A","LOS ANGELES","90094","06/07/2013","90","Restaurant"
"DE SOTO  PHARMACY SODA SHOP","20914 ROSCOE BLVD","CANOGA PARK","91304","06/07/2013","97","Restaurant"
"VILLAGE FISH MARKET REST","26791 AGOURA RD","CALABASAS","91301","06/07/2013","90","Restaurant"
"SUBWAY#38479","6100 TOPANGA CANYON BLVD","WOODLAND HILLS","91367","06/07/2013","99","Restaurant"
"ROUND TABLE PIZZA","20519 DEVONSHIRE ST","CHATSWORTH","91311","06/07/2013","97","Restaurant"
"NAPOLEON'S MACAROONS KIOSK","6600 TOPANGA  CYN BLVD","CANOGA PARK","91303","06/07/2013","97","Restaurant"
"COFFEE BEAN & TEA LEAF","500 WORLD WY TJR","LOS ANGELES","90045","06/07/2013","100","Restaurant"
"CANDLE CAFE & GRILL","325 OCEAN FRONT WK","VENICE","90291","06/07/2013","90","Restaurant"
"PIZZA REV","6439 CANOGA AVE","WOODLAND HILLS","91367","06/07/2013","94","Restaurant"
"FRESH BROTHERS","4751 COMMONS WY","CALABASAS","91302","06/07/2013","93","Restaurant"
"TOAD  HOUSE","4503 BEVERLY BLVD","LOS ANGELES","90004","06/07/2013","91","Restaurant"
"LEMON   TREE","621 S WESTERN AVE 111","LOS ANGELES","90005","06/06/2013","91","Restaurant"
"SUEHIRO     CAFE","337 E 1ST ST","LOS ANGELES","90012","06/06/2013","96","Restaurant"
"SALT CREEK GRILLE BAR/LOUNGE","2015 E PARK PLACE","EL SEGUNDO","90245","06/06/2013","94","Restaurant"
"TASTE THE FLAVORS","129 N MARKET ST","INGLEWOOD","90301","06/06/2013","92","Restaurant"
"RESTAURANT AOI","331 E 1ST ST","LOS ANGELES","90012","06/06/2013","97","Restaurant"
"GOLD ROOM","1558 W SUNSET BLVD","LOS ANGELES","90026","06/06/2013","98","Restaurant"
"J.T. PLACE","2319 W 54TH ST","LOS ANGELES","90043","06/06/2013","97","Restaurant"
"PALERMO RESTAURANT","1858 N VERMONT AVE","LOS ANGELES","90027","06/06/2013","91","Restaurant"
"CHIPS COFFEE SHOP","11908 S HAWTHORNE BLVD","HAWTHORNE","90250","06/06/2013","90","Restaurant"
"DENNY'S RESTAURANT #6231","530 E RAMIREZ ST","LOS ANGELES","90012","06/06/2013","90","Restaurant"
"SAM WOO BBQ EXPRESS","727 N BROADWAY #111","LOS ANGELES","90012","06/06/2013","84","Restaurant"
"THE MINT","6010 W PICO BLVD","LOS ANGELES","90035","06/06/2013","92","Restaurant"
"FAMILY ROOM","12705 S MAIN ST","LOS ANGELES","90061","06/06/2013","95","Restaurant"
"PAVILIONS MEAT/SEAFOOD #2739","8969 SANTA MONICA BLVD","WEST HOLLYWOOD","90069","06/06/2013","90","Restaurant"
"TAHA CAFE","1781 WESTWOOD BLVD","LOS ANGELES","90024","06/06/2013","90","Restaurant"
"THE HALL","8465 HOLLOWAY DR","WEST HOLLYWOOD","90069","06/06/2013","90","Restaurant"
"JACKSON'S BAR","6800 S WESTERN AVE","LOS ANGELES","90047","06/06/2013","95","Restaurant"
"GREENFARM MARKET  DELI DEPT.","2301 W ROSECRANS AVE","GARDENA","90249","06/06/2013","95","Restaurant"
"DAIKOKUYA","327 E 1ST ST","LOS ANGELES","90012","06/06/2013","94","Restaurant"
"MAVERICK'S FLAT","4225 S CRENSHAW BLVD","LOS ANGELES","90008","06/06/2013","90","Restaurant"
"PIZZA HUT DELIVERY #26175","3109 W ROSECRANS AVE","HAWTHORNE","90250","06/06/2013","95","Restaurant"
"OH MY BURGER","2142 W EL SEGUNDO BLVD","GARDENA","90249","06/06/2013","91","Restaurant"
"GIULIANO'S DELI","1138 W GARDENA BLVD","GARDENA","90247","06/06/2013","92","Restaurant"
"MR. RAMEN","341 1/2 E 1ST ST","LOS ANGELES","90012","06/06/2013","96","Restaurant"
"PIRANHA SUSHI","11697 E DEL AMO BLVD","LAKEWOOD","90715","06/06/2013","95","Restaurant"
"MCDONALD'S #4729","2269 FOOTHILL BLVD","LA VERNE","91750","06/06/2013","97","Restaurant"
"THE COOKIE POP SHOP","316 S GLENDORA AVE","WEST COVINA","91790","06/06/2013","93","Restaurant"
"BCD TOFU HOUSE","1731 S FULLERTON RD","ROWLAND HEIGHTS","91748","06/06/2013","95","Restaurant"
"BISHAMON","139 N CITRUS AVE","COVINA","91723","06/06/2013","90","Restaurant"
"YOGURTLAND","101 N INDIAN HILL BLVD #103","CLAREMONT","91711","06/06/2013","100","Restaurant"
"LUPITA'S MEXICAN RESTAURANT","15018 S PIONEER BLVD","NORWALK","90650","06/06/2013","91","Restaurant"
"PANDA WOK CHINESE FOOD","310 N CITRUS AVE #M","AZUSA","91702","06/06/2013","93","Restaurant"
"THE LOFT HAWAIIAN RESTAURANT","20157 S PIONEER BLVD","LAKEWOOD","90715","06/06/2013","86","Restaurant"
"MARISCOS VILLA DEL MAR","14222 E IMPERIAL HWY","LA MIRADA","90638","06/06/2013","96","Restaurant"
"AMY'S CAFE","14228 E IMPERIAL HWY","LA MIRADA","90638","06/06/2013","94","Restaurant"
"CHIPOTLE MEXICAN GRILL","860 E ALOSTA AVE","AZUSA","90702","06/06/2013","99","Restaurant"
"GUIDO'S PIZZA & PASTA","833 W COVINA BLVD","COVINA","91722","06/06/2013","90","Restaurant"
"DENNY'S RESTAURANT #6849","919 FOOTHILL BLVD","LA VERNE","91750","06/06/2013","97","Restaurant"
"EL PUEBLO MEXICAN RESTAURANT","128 E COVINA BLVD","COVINA","91722","06/06/2013","91","Restaurant"
"BOWL HOUSE","2075 3RD ST","LA VERNE","91750","06/06/2013","93","Restaurant"
"AMERICAN LEGION POST #359","11986 E FRONT ST","NORWALK","90650","06/06/2013","98","Restaurant"
"CAKES CREATED WITH LOVE","206 S GLENDORA AVE","WEST COVINA","91790","06/06/2013","96","Restaurant"
"JUAN POLLO","849 W COVINA BLVD","COVINA","91722","06/06/2013","90","Restaurant"
"CEBOLLITAS RESTAURANT","13307 E TELEGRAPH RD","WHITTIER","90605","06/06/2013","84","Restaurant"
"TINA'S TAVERN","328 S GLENDORA AVE","WEST COVINA","91790","06/06/2013","98","Restaurant"
"THE COVE","146 S GLENDORA AVE","WEST COVINA","91790","06/06/2013","94","Restaurant"
"MCDONALD'S #17110","3123 S HACIENDA BLVD","HACIENDA HEIGHTS","91745","06/06/2013","97","Restaurant"
"MAGIC WOK","11869 E ARTESIA BLVD","ARTESIA","90701","06/06/2013","84","Restaurant"
"ROLLING RICE","864 E ALOSTA AVE","AZUSA","91702","06/06/2013","96","Restaurant"
"AMC THEATRES NORWALK 20","12300 CIVIC CENTER DR.","NORWALK","90651","06/06/2013","92","Restaurant"
"STANLEYS","13817 VENTURA BLVD","SHERMAN OAKS","91423","06/06/2013","92","Restaurant"
"VENITIAN BANQUET HALL & REST.","6440 COLDWATER CANYON BLVD","NORTH HOLLYWOOD","91606","06/06/2013","96","Restaurant"
"EL SUPER #21 BAKERY & TORTILL","14601 S LAKEWOOD BLVD A","PARAMOUNT","90723","06/06/2013","97","Restaurant"
"BIONICOS GUADALAJARA","2521 E FLORENCE AVE #E5","HUNTINGTON PARK","90255","06/06/2013","96","Restaurant"
"VALLARTA-TAQUERIA","10175 SAN FERNANDO RD","PACOIMA","91331","06/06/2013","92","Restaurant"
"TEYA  THAI  RESTAURANT","5424 LAUREL CANYON BLVD #J","VALLEY VILLAGE","91607","06/06/2013","90","Restaurant"
"TACOS EL GAVILAN","2425 E FLORENCE AVE","HUNTINGTON PARK","90255","06/06/2013","98","Restaurant"
"BAU SIAM","12924 SHERMAN WY","NORTH HOLLYWOOD","91605","06/06/2013","93","Restaurant"
"ZAHLE RESTAURANT","12916 VICTORY","NORTH HOLLYWOOD","91606","06/06/2013","91","Restaurant"
"FAT BURGER  #1066","2251 W ROSECRANS AVE","COMPTON","90222","06/06/2013","98","Restaurant"
"CONCHITA'S RASPADOS #2","14705 RINALDI ST","SAN FERNANDO","91340","06/06/2013","95","Restaurant"
"DOMINO'S PIZZA","4467 VAN NUYS BLVD","SHERMAN OAKS","91423","06/06/2013","100","Restaurant"
"EL  CHAVO MEXICAN FOOD","12727 SHERMAN WAY BO9","NORTH HOLLYWOOD","91605","06/06/2013","94","Restaurant"
"STARBUCKS  COFFEE","20226 PIONEER BLVD","CERRITOS","90703","06/06/2013","100","Restaurant"
"MCDONALD'S #2114","2303 E FLORENCE AVE","HUNTINGTON PARK","90255","06/06/2013","98","Restaurant"
"GOLDILOCKS( INSIDE SEAFOOD)","16130 NORDHOFF ST","NORTH HILLS","91343","06/06/2013","92","Restaurant"
"RUSSIAN DACHA","5338 LAUREL CANYON BLVD","VALLEY VILLAGE","91607","06/06/2013","100","Restaurant"
"JONS INTERNATIONAL DELI","6655 VAN NUYS BLVD","VAN NUYS","91405","06/06/2013","99","Restaurant"
"CHABELITA'S RESTAURANT","10767 SAN FERNANDO RD","PACOIMA","91331","06/06/2013","90","Restaurant"
"FABULOUS GRILL ON MAIN STREET","14845 S MAIN ST","GARDENA","90248","06/06/2013","93","Restaurant"
"SUBWAY #1053","12771 VAN NUYS BLVD","PACOIMA","91331","06/06/2013","93","Restaurant"
"PITA KITCHEN","14500 1/2 VENTURA BLVD","SHERMAN OAKS","91403","06/06/2013","95","Restaurant"
"ROBBIE  MAC'S  PIZZA","14502 VENTURA BLVD","SHERMAN OAKS","91403","06/06/2013","92","Restaurant"
"MARISCOS EL PERIHUETE NO. 2","16600 S PARAMOUNT BLVD","PARAMOUNT","90723","06/06/2013","94","Restaurant"
"SUBWAY #17162","2501 E FLORENCE AVE","HUNTINGTON PARK","90255","06/06/2013","92","Restaurant"
"WING STOP","2215 W ROSECRANS AVE 1","COMPTON","90221","06/06/2013","98","Restaurant"
"BAAN THAI","13541 ROSCOE BLVD","PANORAMA CITY","91402","06/06/2013","90","Restaurant"
"MIDORI SUSHI RESTAURANT","13905 VENTURA BLVD","SHERMAN OAKS","91423","06/06/2013","93","Restaurant"
"MEL'S CHIBUGAN & FILIPINO REST","15860 IMPERIAL HWY","LA MIRADA","90638","06/06/2013","90","Restaurant"
"TASTE OF INDIA","13903 VENTURA BLVD","SHERMAN OAKS","91423","06/06/2013","98","Restaurant"
"POLLO CAMPERO  #3","8618 GARFIELD AVE","SOUTH GATE","90280","06/06/2013","95","Restaurant"
"WENDELLS CHICKEN HOUSE","10337 SAN FERNANDO RD","PACOIMA","91331","06/06/2013","91","Restaurant"
"BURGER KING #12312","304 W CENTURY BLVD","LOS ANGELES","90003","06/06/2013","96","Restaurant"
"TASHKENT DELI","5340 1/2 LAUREL CANYON BLVD","VALLEY VILLAGE","91607","06/06/2013","95","Restaurant"
"H MARKET","13555-557 ROSCOE BLVD","PANORAMA CITY","91402","06/06/2013","92","Restaurant"
"CORNER  KEBAB","733 S WORKMAN ST","SAN FERNANDO","91340","06/06/2013","98","Restaurant"
"PACIFIC THEATRES SHERMAN OAKS5","14424 MILBANK BLVD","SHERMAN OAKS","91403","06/06/2013","99","Restaurant"
"MARISCOS PLAYA AZUL #2","15300 S FIGUEROA ST","GARDENA","90248","06/06/2013","91","Restaurant"
"SANTA LUNA RESTAURANT","422 1/2 N AVALON BLVD","WILMINGTON","90744","06/06/2013","98","Restaurant"
"RIVIERA CAFETERIA","3601 LOMITA BLVD","TORRANCE","90505","06/06/2013","91","Restaurant"
"WEE VILL MARKET","18348 W AVENUE D","LANCASTER","93536","06/06/2013","94","Restaurant"
"MALHI'S INDIAN CUISINE","39438 TRADE CENTER DR #A","PALMDALE","93551","06/06/2013","96","Restaurant"
"WANNA CHILL?","625 N PACIFIC COAST HWY #B","REDONDO BEACH","90277","06/06/2013","95","Restaurant"
"MR. SOUVLA","2413 PACIFIC COAST HWY 107","LOMITA","90717","06/06/2013","94","Restaurant"
"SEKISUI RESTAURANT","1231 CABRILLO AVE #107","TORRANCE","90501","06/06/2013","92","Restaurant"
"SUBWAY","3011 RANCHO VISTA BLVD #H","PALMDALE","93551","06/06/2013","91","Restaurant"
"NICK N WILLY'S  PIZZA","26870 THE OLD ROAD","VALENCIA","91381","06/06/2013","95","Restaurant"
"APFEL","403 N PACIFIC COAST HWY #100","REDONDO BEACH","90277","06/06/2013","92","Restaurant"
"CASA FILIPINA BAKERY","22200 S MAIN ST","CARSON","90745","06/06/2013","90","Restaurant"
"FITCH'S KITCHEN","300 THE VILLAGE DR","REDONDO BEACH","90277","06/06/2013","97","Restaurant"
"BIG   WANGS","26876 THE OLD ROAD","VALENCIA","91355","06/06/2013","99","Restaurant"
"SWEETIE PIES","2853 W AVE L","LANCASTER","93536","06/06/2013","96","Restaurant"
"MAMI KING","22222 S MAIN ST 106","CARSON","90745","06/06/2013","90","Restaurant"
"BUFFALO FIRE DEPARTMENT","1261 CABRILLO AVE #100","TORRANCE","90501","06/06/2013","93","Restaurant"
"CASA ESCOBAR","2500 WILSHIRE BLVD","SANTA MONICA","90403","06/06/2013","93","Restaurant"
"FAIRMONT MARKET AND FUEL","22847 W AVE D","LANCASTER","93536","06/06/2013","95","Restaurant"
"MCDONALD'S  #353","2457 LINCOLN BLVD","VENICE","90291","06/06/2013","94","Restaurant"
"COCO'S BAKERY RESTAURANT","24930 PICO CANYON RD","STEVENSON RANCH","91381","06/06/2013","98","Restaurant"
"CHILI'S GRILL AND BAR","1021 W RANCHO VISTA BLVD","PALMDALE","93551","06/06/2013","100","Restaurant"
"SUBWAY 1717","2795 W AVE L","LANCASTER","93536","06/06/2013","93","Restaurant"
"WESTERN CITY BAGEL","403 N PACIFIC COAST HWY #107","REDONDO BEACH","90277","06/06/2013","96","Restaurant"
"MCDONALD'S #12937","3015 W AVE L","LANCASTER","93536","06/06/2013","91","Restaurant"
"SPUDNUTS DONUTS","1977 W AVE L","LANCASTER","93534","06/06/2013","92","Restaurant"
"ALBERTA'S RESTAURANT","1304 W PACIFIC COAST HWY","WILMINGTON","90744","06/06/2013","92","Restaurant"
"SAM'S PIZZA","3011 RANCHO VISTA BLVD G","PALMDALE","93551","06/06/2013","99","Restaurant"
"BLACK BEAR DINER","24021 HAWTHORNE BLVD","TORRANCE","90505","06/06/2013","93","Restaurant"
"PLAN B","11637 W PICO BLVD","LOS ANGELES","90064","06/06/2013","94","Restaurant"
"GAETANO'S RESTAURANT","2731 PACIFIC COAST HWY","TORRANCE","90505","06/06/2013","92","Restaurant"
"TUTTI FRUTTI","1815 HAWTHORNE BLVD K-13","REDONDO BEACH","90278","06/06/2013","99","Restaurant"
"DEPOT","1250 CABRILLO AVE","TORRANCE","90501","06/06/2013","91","Restaurant"
"BOUVARDIA RESTAURANT","137 S GLENOAKS BLVD","BURBANK","91502","06/06/2013","90","Restaurant"
"CORNER  BISTRO","6720 SAN FERNANDO RD","GLENDALE","91201","06/06/2013","90","Restaurant"
"REGAL 14 CONCESSION PREMIERE","1000 W OLYMPIC BLVD","LOS ANGELES","90015","06/06/2013","100","Restaurant"
"DELICIAS DE EL SALVADOR","3400 E 8TH ST","LOS ANGELES","90023","06/06/2013","97","Restaurant"
"MCDONALDS NO 947","11055 BURBANK BLVD","NORTH HOLLYWOOD","91601","06/06/2013","96","Restaurant"
"CHEF'S COFFEE SHOP","4640 S ROSEMEAD BLVD","PICO RIVERA","90660","06/06/2013","91","Restaurant"
"CATERING SUITES PANTRY","1111 S FIGUEROA ST 421","LOS ANGELES","90017","06/06/2013","99","Restaurant"
"YUM YUM DONUT SHOP #53","3351 WHITTIER BLVD","LOS ANGELES","90023","06/06/2013","82","Restaurant"
"ABC EXPRESS","1901 S ALAMEDA ST 102B","LOS ANGELES","90058","06/06/2013","92","Restaurant"
"JINGLE DONUTS","1901 S ALAMEDA ST #119","LOS ANGELES","90058","06/06/2013","90","Restaurant"
"DONA MARY RESTAURANT","1901 S ALAMEDA #115","LOS ANGELES","90058","06/06/2013","90","Restaurant"
"TAXY INN BAR","1403 W 3RD ST","LOS ANGELES","90026","06/06/2013","96","Restaurant"
"WABA GRILL","1907 S ALAMEDA ST #101","LOS ANGELES","90058","06/06/2013","94","Restaurant"
"1642","1642 W TEMPLE ST","LOS ANGELES","90026","06/06/2013","99","Restaurant"
"LIBRARY   BAR","630 W 6TH ST 116A","LOS ANGELES","90017","06/06/2013","97","Restaurant"
"CICADA RESTAURANT & BAR","617 S OLIVE ST","LOS ANGELES","90014","06/06/2013","93","Restaurant"
"SUBWAY #39208","9325 WHITTIER BLVD","PICO RIVERA","90660","06/06/2013","90","Restaurant"
"HOLA POLLO","2024 W 7TH ST","LOS ANGELES","90057","06/06/2013","86","Restaurant"
"EL DON PEPE","2622 W JEFFERSON BLVD","LOS ANGELES","90018","06/06/2013","86","Restaurant"
"REGAL 14 CONCESSION MAIN","1000 W OLYMPIC BLVD","LOS ANGELES","90015","06/06/2013","100","Restaurant"
"COLORI KITCHEN","429 W 8TH ST","LOS ANGELES","90014","06/06/2013","92","Restaurant"
"SPOT LIGHT GRILL","1111 S FIGUEROA ST 253","LOS ANGELES","90015","06/06/2013","100","Restaurant"
"EL SALSABOR","522 S LORENA ST","LOS ANGELES","90063","06/06/2013","90","Restaurant"
"REGAL 14 CONCESSION (UPPER)","1000 W OLYMPIC BLVD","LOS ANGELES","90015","06/06/2013","100","Restaurant"
"POLLO MUNDIAL","800 S ALVARADO ST","LOS ANGELES","90057","06/06/2013","90","Restaurant"
"LA PERLA BAKERY #2","919 S SOTO ST #8","LOS ANGELES","90023","06/06/2013","91","Restaurant"
"BAMBOO EXPRESS","600 S ALVARADO ST #107","LOS ANGELES","90057","06/06/2013","91","Restaurant"
"SUITES PANTRY","1111 S FIGUEROA ST 332","LOS ANGELES","90015","06/06/2013","94","Restaurant"
"BAMBOO EXPRESS & CHINESE CUIS","600 S ALVARADO ST 111C","LOS ANGELES","90057","06/06/2013","91","Restaurant"
"RALPH'S GROCERY CO #701 BAKERY","12842 VENTURA BLVD","STUDIO CITY","91604","06/06/2013","98","Restaurant"
"LA FLOR BLANCA","1279 W JEFFERSON BLVD","LOS ANGELES","90007","06/06/2013","90","Restaurant"
"SUITES PANTRY A LEVEL","1111 S FIGUEROA ST 259","LOS ANGELES","90015","06/06/2013","94","Restaurant"
"TIO PEPE CAFE","3578 E 8TH ST","LOS ANGELES","90023","06/06/2013","96","Restaurant"
"IBARRA'S TACOS Y BURRITOS","5235 N CLYDEBANK AVE","AZUSA","91702","06/06/2013","95","Restaurant"
"99 RANCH MARKET (DELI)","140 W VALLEY BLVD 150","SAN GABRIEL","91776","06/06/2013","90","Restaurant"
"VIVA ZAPATA RESTAURANT","9711 GARVEY AVE A","SOUTH EL MONTE","91733","06/06/2013","93","Restaurant"
"TACO NACO","6802 1/2 SAN FERNANDO RD","GLENDALE","91201","06/06/2013","90","Restaurant"
